component,RSL,RSLsd,yearBP,siteID,model_ranking
1,-134.180018041283,1711.93931821792,1990,1,0
1,404.294464746024,1565.83625871131,8,1,0
1,-4543.05547416257,1581.93706197199,6289,1,0
1,448.105295719113,1582.01936562075,122,1,0
1,-1428.35379846068,1683.55784595386,3684,1,0
1,-3615.73849157803,1633.22532850317,5538,1,0
1,-5588.37503015436,1589.88352522764,6990,1,0
1,-1504.36140142567,1670.74117480057,4202,1,0
1,447.341236851178,1581.33641556453,119,1,0
1,148.19625754375,1763.99105526141,1035,1,0
1,10.2474124738947,1719.32931259728,1670,1,0
1,-4509.40435106307,1584.46265628149,6252,1,0
1,-4669.09524447983,1577.87316056931,6423,1,0
1,451.458802619949,1645.84131604548,336,1,0
1,441.709911312442,1577.06037799358,99,1,0
1,-5717.63495667977,1590.0512615837,7037,1,0
1,-548.823936968111,1717.09620000099,2361.5,1,0
1,-1727.13067537267,1669.18205247586,4544,1,0
1,-4488.50917678,1586.32642258144,6229,1,0
1,-393.025407589041,1716.63396241214,2249,1,0
1,130.381854434498,1762.47486309672,1088.5,1,0
1,-1457.27160607651,1669.36358331071,4019.5,1,0
1,-5071.18135982752,1586.74704101404,6750.5,1,0
1,-5078.68728155782,1586.87172938367,6755,1,0
1,-8287.30873495992,1638.45546786511,7670.5,1,0
1,-6499.68400691263,1595.83881724392,7275,1,0
1,-2178.7740964531,1655.81670272842,4877.5,1,0
1,-2513.01669094479,1644.00135559846,5049.5,1,0
1,-4961.1719238786,1584.46006332811,6678.5,1,0
1,-8509.08485315554,1646.50101196775,7714,1,0
1,-1461.58697108645,1704.90601030048,3324.5,1,0
1,-4913.10783302458,1583.19466014919,6643,1,0
1,-8524.45416271314,1647.08677453607,7717,1,0
1,172.184799346607,1764.39078219169,971,1,0
1,-4373.53940235265,1599.33837303686,6105.5,1,0
1,-1646.53283886099,1670.85372468119,4454,1,0
1,-1941.93428855343,1663.54146371799,4725.5,1,0
1,-1385.90998332947,1693.63062177921,2995,1,0
1,-4210.24821120175,1618.10901919534,5947.5,1,0
1,319.276656327769,1736.35464065597,663.5,1,0
1,-3083.38590898411,1631.67155793827,5296.5,1,0
1,-3127.31891386583,1631.36558390662,5315,1,0
1,-7013.81578851584,1604.62399234207,7403,1,0
1,-3085.76530280476,1631.65253582246,5297.5,1,0
1,-4732.61250991561,1578.38475301999,6486,1,0
1,-5455.57167224633,1589.68765085833,6938,1,0
1,-11305.5215920606,1791.32399429084,8209,1,0
1,-4610.53927276749,1578.75706790481,6362,1,0
1,-18165.3071379885,2138.61262059663,8954,1,0
1,-16302.2821385805,2003.28934764982,8790.5,1,0
1,-28717.7778358478,3841.57307290366,9687,1,0
1,-4628.99387243437,1578.3082849187,6381.5,1,0
1,-3036.91647605319,1632.09997060176,5277,1,0
1,-5200.16132761305,1588.41218711786,6822,1,0
1,-1333.06621115422,1692.00284089632,2924,1,0
1,-9782.6848736885,1706.22123981704,7955,1,0
1,-8140.7096965001,1633.54674655846,7641.5,1,0
1,-4548.98957143072,1581.55610720012,6295.5,1,0
1,141.975765572395,1763.59265264993,1053,1,0
1,-1505.79897617642,1670.78848404153,4206,1,0
1,-1596.3406062182,1671.54527335969,4385.5,1,0
1,-5068.69689844316,1586.70499200759,6749,1,0
1,-9932.73014801694,1714.4023079842,7982,1,0
1,-1082.11841821857,1699.03721686449,2707,1,0
1,-1428.0490456,1681.54210080766,3711,1,0
1,-3322.5582787646,1631.10657992001,5399,1,0
1,-9986.03770569712,1717.34370521821,7991.5,1,0
1,-94.0439645270817,1711.81168902294,1929,1,0
1,-473.358082451392,1717.22567498534,2309,1,0
1,-982.787994056009,1703.83873572569,2639.5,1,0
1,-1328.76472946908,1691.95868201794,2919,1,0
1,-1451.60919364821,1702.02432259232,3428.5,1,0
1,-1463.9246629565,1669.33904855678,4054,1,0
1,-1464.43923984142,1669.34519589296,4056.5,1,0
1,-3503.35394363431,1632.1943478126,5482,1,0
1,-4530.75803657202,1582.7887779677,6275.5,1,0
1,-4551.73183973879,1581.38675412743,6298.5,1,0
1,-4575.61216703011,1580.08985004963,6324.5,1,0
1,-4899.55279031489,1582.813891851,6632.5,1,0
1,-4915.06753989123,1583.24898823616,6644.5,1,0
1,-5336.19363038754,1589.31944740406,6887,1,0
1,-5424.10236542765,1589.61620120827,6925,1,0
1,-6138.34858982824,1591.88182434938,7173,1,0
1,-6170.29938181443,1592.14084099653,7182.5,1,0
1,-7596.37593534822,1617.85231502851,7531,1,0
1,-7995.35482432693,1628.98438478096,7612.5,1,0
1,-8062.84748383658,1631.06632716403,7626,1,0
1,-9060.7091217339,1669.78320169302,7820.5,1,0
1,-9804.78339239769,1707.41617812736,7959,1,0
1,-9876.91251634387,1711.34098647177,7972,1,0
1,154.830778227188,1764.27484222967,1016.5,1,0
1,-1154.34697273653,1695.82859348945,2760,1,0
1,-1461.18089222722,1703.54719399343,3219.5,1,0
1,-1440.16892658034,1671.2786914551,3904.5,1,0
1,-1503.12112274952,1670.69935876842,4198.5,1,0
1,-1687.41359233856,1670.0598123995,4502,1,0
1,-2152.95476533566,1656.72279033015,4862.5,1,0
1,-4308.65484952135,1607.31826682075,6040,1,0
1,-4494.41805784358,1585.77786138903,6235.5,1,0
1,-4834.41571884882,1580.91199261021,6579,1,0
1,-4891.93105149549,1582.59616783543,6626.5,1,0
1,-5072.84251980111,1586.77496400894,6751.5,1,0
1,-5070.35223661549,1586.73300015773,6750,1,0
1,-5307.53276087623,1589.1817764908,6874,1,0
1,-5358.73302202486,1589.41198886788,6897,1,0
1,-5406.26830755873,1589.56868940393,6917.5,1,0
1,-5420.51667772792,1589.60706606014,6923.5,1,0
1,-5477.76876438037,1589.73014313645,6947,1,0
1,-5486.49107876606,1589.74527942645,6950.5,1,0
1,-6153.44073583512,1592.00192035686,7177.5,1,0
1,-6245.60662229452,1592.82389919609,7204.5,1,0
1,-6674.42643438559,1598.47132911287,7320.5,1,0
