component,modelID,RSL,RSLsd,yearBP,siteID,model_ranking
1,46,-5401.68922309577,1928.72049520513,6818,1,2
1,46,-5174.7202732265,1923.83989124721,6718,1,2
1,46,-4989.4181405399,1923.53881985405,6618,1,2
1,46,-4833.45692763478,1923.06648295998,6518,1,2
1,46,-4689.79799199291,1918.23822947796,6418,1,2
1,46,-4549.49584293365,1908.82347539531,6318,1,2
1,46,-4415.60217689164,1899.26443522758,6218,1,2
1,46,-4293.97446147725,1895.73298379364,6118,1,2
1,46,-4189.11664885841,1899.95753729553,6018,1,2
1,46,-4102.66689590737,1905.94003428691,5918,1,2
1,46,-4026.19916332886,1907.44177368572,5818,1,2
1,46,-3931.83783473447,1903.48219171771,5718,1,2
1,46,-3774.95873673633,1897.05127556916,5618,1,2
1,46,-3520.25426838361,1893.47479261047,5518,1,2
1,46,-3173.48475699313,1893.41988485566,5418,1,2
1,46,-2790.36139322817,1892.88147696562,5318,1,2
1,46,-2446.64843235165,1893.7353516354,5218,1,2
1,46,-2199.26430370472,1900.22674442944,5118,1,2
1,46,-2063.2501134444,1908.14323522811,5018,1,2
1,46,-2018.15395738371,1909.08784980322,4918,1,2
1,46,-2022.67425345257,1901.06555305377,4818,1,2
1,46,-2030.86228035763,1890.67383029548,4718,1,2
1,46,-2008.37598455325,1885.1126756233,4618,1,2
1,46,-1945.02342869341,1885.64676546085,4518,1,2
1,46,-1852.11829713359,1891.58760462786,4418,1,2
1,46,-1748.50599660911,1902.39491973901,4318,1,2
1,46,-1648.75786603242,1914.13695418248,4218,1,2
1,46,-1558.52855168469,1921.16553713588,4118,1,2
1,46,-1474.76109619252,1920.89925145313,4018,1,2
1,46,-1390.87128097378,1915.63152573201,3918,1,2
1,46,-1304.17063070461,1909.0157794901,3818,1,2
1,46,-1220.76269628853,1901.71311894712,3718,1,2
1,46,-1153.10323488247,1892.99667385588,3618,1,2
1,46,-1114.2237436818,1883.11568371798,3518,1,2
1,46,-1114.1649999842,1873.66124351166,3418,1,2
1,46,-1156.48335490096,1866.93643288963,3318,1,2
1,46,-1232.7468905421,1865.05349292436,3218,1,2
1,46,-1317.04184761737,1868.76806271196,3118,1,2
1,46,-1369.66372221801,1875.71419740601,3018,1,2
1,46,-1352.29597222805,1882.94343387361,2918,1,2
1,46,-1246.39933243673,1888.80568656173,2818,1,2
1,46,-1064.29182205815,1892.15165643324,2718,1,2
1,46,-840.37611902412,1892.51882761795,2618,1,2
1,46,-616.224421379156,1889.62746348255,2518,1,2
1,46,-429.028406356461,1883.43253169261,2418,1,2
1,46,-303.915409587324,1875.5549938675,2318,1,2
1,46,-247.766452929005,1868.16571012676,2218,1,2
1,46,-247.096975583583,1861.79830757033,2118,1,2
1,46,-275.075422547758,1856.91759329473,2018,1,2
1,46,-303.133395298384,1854.73573454343,1918,1,2
1,46,-311.189125827514,1855.41974856181,1818,1,2
1,46,-293.380373768043,1857.35090450457,1718,1,2
1,46,-256.316951908171,1859.33762851299,1618,1,2
1,46,-209.906852948945,1864.66323175993,1518,1,2
1,46,-161.910211854614,1881.47699375986,1418,1,2
1,46,-117.950145082083,1914.41548144039,1318,1,2
1,46,-81.3278074949048,1958.36779125017,1218,1,2
1,46,-53.0977741018869,2001.81118615799,1118,1,2
1,46,-32.1624931446277,2032.95992935867,1018,1,2
1,46,-15.3102956754155,2042.85909168214,918,1,2
1,46,2.34876472037286,2026.6868605042,818,1,2
1,46,26.1122241606936,1986.30639054798,718,1,2
1,46,60.3461692365818,1931.64165613679,618,1,2
1,46,107.358645483851,1878.23981699017,518,1,2
1,46,166.699111670721,1840.23171495071,418,1,2
1,46,234.954508897383,1822.29664303988,318,1,2
1,46,305.643422226422,1817.83738988238,218,1,2
1,46,368.391560336342,1816.59733902095,118,1,2
1,46,411.136314361356,1813.69435800282,18,1,2
1,46,-113971.299475913,2803.71926788302,18918,2,2
1,46,-113604.971225132,2770.56708890628,18818,2,2
1,46,-113065.79617138,2729.13879312526,18718,2,2
1,46,-112443.777864152,2685.57549303484,18618,2,2
1,46,-111838.549154726,2646.82115323679,18518,2,2
1,46,-111339.989920557,2620.1142626369,18418,2,2
1,46,-111005.401162326,2611.06262105174,18318,2,2
1,46,-110842.98701874,2621.68944784179,18218,2,2
1,46,-110824.792245949,2649.35554242621,18118,2,2
1,46,-110911.197936277,2685.18026975275,18018,2,2
1,46,-111063.533345925,2716.68057836635,17918,2,2
1,46,-111246.373338421,2737.32217257727,17818,2,2
1,46,-111428.160581457,2757.51343247876,17718,2,2
1,46,-111581.864895912,2810.7468081936,17618,2,2
1,46,-111685.730115627,2947.46499748785,17518,2,2
1,46,-111723.947875548,3212.39083223424,17418,2,2
1,46,-111686.484579527,3621.51832514638,17318,2,2
1,46,-111568.250294954,4159.39207266143,17218,2,2
1,46,-111368.287334023,4792.38087592397,17118,2,2
1,46,-111089.048264545,5482.24940003958,17018,2,2
1,46,-110735.752028059,6193.14337425551,16918,2,2
1,46,-110315.80765602,6893.73533750657,16818,2,2
1,46,-109838.295906448,7557.36859331838,16718,2,2
1,46,-109313.499870578,8161.6716073413,16618,2,2
1,46,-108752.476228297,8688.15028866342,16518,2,2
1,46,-108166.659369066,9121.8757668831,16418,2,2
1,46,-107567.491046499,9451.26755548798,16318,2,2
1,46,-106966.068604598,9667.94813481427,16218,2,2
1,46,-106372.805105597,9766.64696594468,16118,2,2
1,46,-105797.094906399,9745.13850739656,16018,2,2
1,46,-105246.978375225,9604.20454792002,15918,2,2
1,46,-104728.799514004,9347.61539469368,15818,2,2
1,46,-104246.850256369,8982.1276309271,15718,2,2
1,46,-103802.995146318,8517.49894524927,15618,2,2
1,46,-103396.269968497,7966.52348476489,15518,2,2
1,46,-103022.44769683,7345.09449692935,15418,2,2
1,46,-102673.564852682,6672.30364968701,15318,2,2
1,46,-102337.401014402,5970.58306623017,15218,2,2
1,46,-101996.903794696,5265.86869044044,15118,2,2
1,46,-101629.551097289,4587.65918962558,15018,2,2
1,46,-101206.641875479,3968.53692390378,14918,2,2
1,46,-100692.505937996,3442.0250382914,14818,2,2
1,46,-100043.622576342,3036.81124168884,14718,2,2
1,46,-99207.6369160349,2766.47651571484,14618,2,2
1,46,-98122.2774076629,2620.22565379596,14518,2,2
1,46,-96716.7524686041,2566.12515043135,14418,2,2
1,46,-94929.0660633612,2567.88418265467,14318,2,2
1,46,-92734.1257815394,2596.88088588979,14218,2,2
1,46,-90161.4178743125,2631.88005384197,14118,2,2
1,46,-87297.484529986,2656.64599874044,14018,2,2
1,46,-84273.6941666962,2661.65597686205,13918,2,2
1,46,-81246.33013009,2646.84363122775,13818,2,2
1,46,-78372.7814965975,2621.64660291384,13718,2,2
1,46,-75787.3279629075,2600.0382653951,13618,2,2
1,46,-73576.8366659633,2591.51143757171,13518,2,2
1,46,-71762.6060793181,2594.13918622184,13418,2,2
1,46,-70305.8108965335,2598.01777588397,13318,2,2
1,46,-69130.5205615018,2595.10357792997,13218,2,2
1,46,-68148.5370122539,2585.12680436095,13118,2,2
1,46,-67282.6813912806,2574.95099133343,13018,2,2
1,46,-66481.7184543191,2574.27679065333,12918,2,2
1,46,-65722.8782330775,2590.01871777642,12818,2,2
1,46,-65002.2647354282,2620.93473968342,12718,2,2
1,46,-64320.7390186181,2655.33572528178,12618,2,2
1,46,-63677.2105712774,2676.42393143137,12518,2,2
