"","SiteName","data_type_id","Age","Age_BP","Age_type","pred","upr","lwr","rate_pred","rate_upr","rate_lwr","CI"
"46",",
 ","ProxyRecord",-3896.0125,5846.0125,"BP",-5.35614879569229,-5.43996863018725,-5.2716158883347,1.06422175424067,0.893117863886549,1.23508118144426,"95%"
"47",",
 ","ProxyRecord",-3846.0125,5796.0125,"BP",-5.29472833554575,-5.38011460165716,-5.20901480632991,1.4041570332288,1.2573459961842,1.54668597310422,"95%"
"48",",
 ","ProxyRecord",-3796.0125,5746.0125,"BP",-5.21462524842886,-5.29624797675125,-5.12972633654201,1.80533152874732,1.66005912864398,1.94035553315072,"95%"
"49",",
 ","ProxyRecord",-3746.0125,5696.0125,"BP",-5.11494561601563,-5.19369974888199,-5.03364815461576,2.17127862550988,1.98794462958848,2.34719772450516,"95%"
"50",",
 ","ProxyRecord",-3696.0125,5646.0125,"BP",-4.99855363210234,-5.07123231202858,-4.92295422735126,2.47382558874923,2.25831788190441,2.67948952642266,"95%"
"51",",
 ","ProxyRecord",-3646.0125,5596.0125,"BP",-4.86861930336523,-4.9344574553771,-4.79943631183153,2.71297241846311,2.46076458291342,2.9483331248005,"95%"
"52",",
 ","ProxyRecord",-3596.0125,5546.0125,"BP",-4.72831263648052,-4.78717950582013,-4.66502904018803,2.88871911465219,2.61290974632445,3.15059536741783,"95%"
"53",",
 ","ProxyRecord",-3546.0125,5496.0125,"BP",-4.58080363812446,-4.63393356670997,-4.52434671878126,3.00106567731741,2.70844723805146,3.27491026574444,"95%"
"54",",
 ","ProxyRecord",-3496.0125,5446.0125,"BP",-4.42926231497326,-4.48038230424554,-4.37698761629169,3.05001210645794,2.75902252044068,3.32458637715121,"95%"
"55",",
 ","ProxyRecord",-3446.0125,5396.0125,"BP",-4.27685867370316,-4.32855237797718,-4.22551345196755,3.03555840207319,2.75362039356804,3.30284686488876,"95%"
"56",",
 ","ProxyRecord",-3396.0125,5346.0125,"BP",-4.1267627209904,-4.18187553042157,-4.07123469120034,2.95770456416472,2.6980877214981,3.20863764045451,"95%"
"57",",
 ","ProxyRecord",-3346.0125,5296.0125,"BP",-3.98214446351119,-4.04111795197999,-3.92209585934208,2.81645059273113,2.57741189840439,3.04301929864305,"95%"
"58",",
 ","ProxyRecord",-3296.0125,5246.0125,"BP",-3.84617390794179,-3.90965949176435,-3.78242317187439,2.61179648777288,2.40603807062299,2.81814724933267,"95%"
"59",",
 ","ProxyRecord",-3246.0125,5196.0125,"BP",-3.7220210609584,-3.79192423276252,-3.65345133788852,2.34374224928996,2.15638253543969,2.52526896685196,"95%"
"60",",
 ","ProxyRecord",-3196.0125,5146.0125,"BP",-3.61260536552427,-3.6839701680325,-3.54146344219192,2.03422127666782,1.84769749529343,2.2115178346087,"95%"
"61",",
 ","ProxyRecord",-3146.0125,5096.0125,"BP",-3.51812510712364,-3.58955314988121,-3.44606381090446,1.7499748465327,1.54190339884314,1.94753604326128,"95%"
"62",",
 ","ProxyRecord",-3096.0125,5046.0125,"BP",-3.43710989996965,-3.50828774157717,-3.36319930100222,1.4956192268024,1.2701345533418,1.7238333237732,"95%"
"63",",
 ","ProxyRecord",-3046.0125,4996.0125,"BP",-3.36806520354205,-3.44070851449559,-3.29239103973419,1.27115441747749,1.02434126097504,1.5276920949136,"95%"
"64",",
 ","ProxyRecord",-2996.0125,4946.0125,"BP",-3.30949647732058,-3.38444320183011,-3.23279192507311,1.07658041855723,0.813761953265643,1.3470275348148,"95%"
"65",",
 ","ProxyRecord",-2946.0125,4896.0125,"BP",-3.25990918078499,-3.33885565016677,-3.18194599531655,0.911897230041561,0.646738926878806,1.18532653725649,"95%"
"66",",
 ","ProxyRecord",-2896.0125,4846.0125,"BP",-3.21780877341502,-3.30193062536663,-3.13683270610596,0.777104851932081,0.515882972142722,1.04817449575366,"95%"
"67",",
 ","ProxyRecord",-2846.0125,4796.0125,"BP",-3.18170071469043,-3.26878430870793,-3.09691593317611,0.672203284227153,0.428189850556215,0.925669191313526,"95%"
"68",",
 ","ProxyRecord",-2796.0125,4746.0125,"BP",-3.15009046409095,-3.24107400913285,-3.06218087718606,0.597192526927292,0.384127368259581,0.827906833859377,"95%"
"69",",
 ","ProxyRecord",-2746.0125,4696.0125,"BP",-3.12148348109633,-3.21553853945625,-3.03018625475893,0.552072580032979,0.363219607603383,0.750517862986227,"95%"
"70",",
 ","ProxyRecord",-2696.0125,4646.0125,"BP",-3.09438522518632,-3.18924536326532,-3.00187312406645,0.536843443543052,0.370668878139686,0.708518408373448,"95%"
