component,modelID,RSL,RSLsd,yearBP,siteID,model_ranking
1,1,-13070.7661614269,1829.42489819495,8218,2,2
1,1,-12888.2016400695,1690.66273382867,8118,2,2
1,1,-12575.9686811715,1575.14341747611,8018,2,2
1,1,-11793.1878321208,1529.30538355617,7918,2,2
1,1,-10715.8410594352,1521.73752820918,7818,2,2
1,1,-9697.74029474705,1529.76668545017,7718,2,2
1,1,-8953.53795684129,1585.82674587146,7618,2,2
1,1,-8384.66345765442,1652.97459405179,7518,2,2
1,1,-7889.07736266218,1703.83682296557,7418,2,2
1,1,-7426.42190818116,1734.59717760179,7318,2,2
1,1,-6976.4516893737,1747.2026477024,7218,2,2
1,1,-6531.17237603851,1744.25955084826,7118,2,2
1,1,-6089.01371204667,1728.36420460422,7018,2,2
1,1,-5650.33078546263,1701.48727897734,6918,2,2
1,1,-5217.13855532557,1664.82911418366,6818,2,2
1,1,-4823.83573755436,1631.46676193088,6718,2,2
1,1,-4570.70600263961,1637.91500885164,6618,2,2
1,1,-4433.90699216351,1675.56705419993,6518,2,2
1,1,-4322.29389591888,1714.36809250111,6418,2,2
1,1,-4193.76008310728,1753.55332345339,6318,2,2
1,1,-4042.33595928177,1792.11556905003,6218,2,2
1,1,-3873.24329190329,1824.68379049537,6118,2,2
1,1,-3689.7942024041,1849.79258407266,6018,2,2
1,1,-3496.42321484536,1867.91844119697,5918,2,2
1,1,-3296.12613139674,1880.18196085157,5818,2,2
1,1,-3090.4183065407,1887.9901995037,5718,2,2
1,1,-2881.46206165105,1892.86680163807,5618,2,2
1,1,-2670.09851997532,1896.44672706016,5518,2,2
1,1,-2456.17561054416,1899.98437644897,5418,2,2
1,1,-2241.945547916,1903.50715631027,5318,2,2
1,1,-2029.00336589478,1907.52381623325,5218,2,2
1,1,-1817.33447738178,1911.6725282345,5118,2,2
1,1,-1615.7915963158,1917.8952836668,5018,2,2
1,1,-1431.24502211437,1926.99668253834,4918,2,2
1,1,-1258.73733396828,1934.38770335573,4818,2,2
1,1,-1098.04925688449,1937.55717044419,4718,2,2
1,1,-951.905792743899,1935.26534737224,4618,2,2
1,1,-822.865337557159,1927.18947102789,4518,2,2
1,1,-712.171433564276,1913.41049259657,4418,2,2
1,1,-619.064452725463,1894.00091199742,4318,2,2
1,1,-540.269076188095,1868.66258120986,4218,2,2
1,1,-470.777773532085,1836.11433239833,4118,2,2
1,1,-404.54617690295,1792.92117700937,4018,2,2
1,1,-337.100931663066,1735.49302587767,3918,2,2
1,1,-272.813710181043,1665.63961568264,3818,2,2
1,1,-230.863056292757,1607.63096796697,3718,2,2
1,1,-252.90891107358,1627.62157300198,3618,2,2
1,1,-321.668389363214,1704.01969656032,3518,2,2
1,1,-396.622954321094,1780.05128348041,3418,2,2
1,1,-463.070802683011,1841.29720991189,3318,2,2
1,1,-516.981403104961,1888.62818210219,3218,2,2
