"","SiteName","data_type_id","Age","Age_BP","Age_type","pred","upr","lwr","rate_pred","rate_upr","rate_lwr","CI"
"142",",
 ","ProxyRecord",903.9875,1046.0125,"BP",-0.738661925979474,-0.971888284617488,-0.501353041791277,0.137589951715413,-0.873651013945585,1.19109954639632,"95%"
"143",",
 ","ProxyRecord",953.9875,996.0125,"BP",-0.730641119703221,-0.976235138274972,-0.475394235626475,0.145977247162799,-0.863607259190314,1.18042311586274,"95%"
"144",",
 ","ProxyRecord",1003.9875,946.0125,"BP",-0.72206283641966,-0.972525743537315,-0.46502696855303,0.171457458800057,-0.816844543741648,1.2317222651907,"95%"
"145",",
 ","ProxyRecord",1053.9875,896.0125,"BP",-0.713040404640551,-0.95353729940539,-0.476125093238583,0.211973654849848,-0.812521597230475,1.24844450759015,"95%"
"146",",
 ","ProxyRecord",1103.9875,846.0125,"BP",-0.702794019607644,-0.934961447979043,-0.47967745550994,0.264809163740363,-0.747729502738483,1.30820017502192,"95%"
"147",",
 ","ProxyRecord",1153.9875,796.0125,"BP",-0.690209972022231,-0.918202120544321,-0.467851776462146,0.32933309503684,-0.692948675315232,1.40516889132562,"95%"
"148",",
 ","ProxyRecord",1203.9875,746.0125,"BP",-0.674932684311451,-0.890888106203488,-0.46029596690471,0.405093243150335,-0.63230571230599,1.46297326889123,"95%"
"149",",
 ","ProxyRecord",1253.9875,696.0125,"BP",-0.657088732114679,-0.852884604226125,-0.460120884030454,0.487871642575442,-0.510416785307641,1.52362289223371,"95%"
"150",",
 ","ProxyRecord",1303.9875,646.0125,"BP",-0.63480328023465,-0.821352972003636,-0.454121662818415,0.572488036616874,-0.426612709566778,1.62049034325265,"95%"
"151",",
 ","ProxyRecord",1353.9875,596.0125,"BP",-0.607310304836196,-0.780163865657277,-0.444449721263228,0.652687574934097,-0.360976155259003,1.67681591379476,"95%"
"152",",
 ","ProxyRecord",1403.9875,546.0125,"BP",-0.572172769017948,-0.720632346134205,-0.425343434979204,0.725361598879478,-0.33707728090086,1.72030811543829,"95%"
"153",",
 ","ProxyRecord",1453.9875,496.0125,"BP",-0.530021525864244,-0.670602469105977,-0.39314292357672,0.789246256474262,-0.277075720399377,1.79985573669452,"95%"
