"","Depth","lwr_true","median_true","upr_true","lwr_2sd","median","upr_2sd","test_error","subset","runID","nfold"
"1514",256.5,3941.675,4171.5,4392.325,3950.9,4374,4746.075,1434.99918802864,"7","Set7_thinned_9",5
"1515",334,4659.425,4888.5,5033.575,4520.625,5064,5310,1434.99918802864,"7","Set7_thinned_9",5
"1516",361.5,5304.825,5434.5,5573.175,4949,5149,5498.025,1434.99918802864,"7","Set7_thinned_9",5
"1517",407,5493.275,5687.5,5878.725,5401.925,5524,5707,1434.99918802864,"7","Set7_thinned_9",5
"1518",481.5,5601.825,5750.5,5899.175,5663.975,5835,6328,1434.99918802864,"7","Set7_thinned_9",5
"1519",502,5062.525,5322.5,5543.475,5795.975,6025,6402.1,1434.99918802864,"7","Set7_thinned_9",5
"1520",552.5,6747.225,6922.5,7146.775,5790.875,6239,6692.025,1434.99918802864,"7","Set7_thinned_9",5
"1521",574,6672,6824,6976,6551.975,6833,6918.025,1434.99918802864,"7","Set7_thinned_9",5
"1522",643.5,6814,7023,7233.95,5979.925,6576,6865.025,1434.99918802864,"7","Set7_thinned_9",5
"1523",649,6678.275,6835.5,6992.725,5985.975,6593.5,6870,1434.99918802864,"7","Set7_thinned_9",5
"1524",670,2888.825,3077.5,3316.175,6833,6906,6964,1434.99918802864,"7","Set7_thinned_9",5
"1525",749,6752.25,6947,7146.75,6987,7082,7190.025,1434.99918802864,"7","Set7_thinned_9",5
"1526",767,6410.925,6561.5,6725.075,6995.95,7091,7197,1434.99918802864,"7","Set7_thinned_9",5
"1527",844.5,6866.85,7065,7252.15,7180.95,7282,7327.025,1434.99918802864,"7","Set7_thinned_9",5
"1528",850.5,7169.55,7294,7418.45,7130.975,7212,7315.075,1434.99918802864,"7","Set7_thinned_9",5
"1529",870.5,7267.15,7384,7500.85,7273.975,7351,7489,1434.99918802864,"7","Set7_thinned_9",5
"1530",1002.5,7493.875,7594.5,7687.125,7459,7609,7701.05,1434.99918802864,"7","Set7_thinned_9",5
"1531",1046.5,7585.75,7714,7842.25,7647,7738,7837.025,1434.99918802864,"7","Set7_thinned_9",5
"1532",1078.5,7688.15,7824,7959.85,7719,7805,7925,1434.99918802864,"7","Set7_thinned_9",5
"1533",1144.5,7852.05,7995,8158.95,7851,8089.5,8836.325,1434.99918802864,"7","Set7_thinned_9",5
"1534",0,-72.8,-69,-65.2,-62,39,219,1449.27048458871,"7","Set7_thinned_10",5
"1535",24.5,7.275,145.5,283.725,-8.075,123,354,1449.27048458871,"7","Set7_thinned_10",5
"1536",69,313.6,420,526.4,416.875,1082,1521.075,1449.27048458871,"7","Set7_thinned_10",5
"1537",76.5,6866.625,7042.5,7237.375,619.825,779,1277.2,1449.27048458871,"7","Set7_thinned_10",5
"1538",104.5,1747.2,1903,2088.8,986.925,1590.5,2286.125,1449.27048458871,"7","Set7_thinned_10",5
"1539",144.5,3180.9,3319,3450.1,1980,2494,2661,1449.27048458871,"7","Set7_thinned_10",5
"1540",148,2360.7,2545,2729.3,3344.975,3437,3599.05,1449.27048458871,"7","Set7_thinned_10",5
"1541",160.5,3585.875,3754.5,3951.125,2732.875,2981,3469.5,1449.27048458871,"7","Set7_thinned_10",5
"1542",196.5,3848.45,4009,4217.55,3776.975,3986,4514.125,1449.27048458871,"7","Set7_thinned_10",5
"1543",334,4659.425,4888.5,5033.575,4564.975,5147.5,5363.05,1449.27048458871,"7","Set7_thinned_10",5
"1544",361.5,5304.825,5434.5,5573.175,4930,5155,5483.05,1449.27048458871,"7","Set7_thinned_10",5
"1545",407,5493.275,5687.5,5878.725,5398.925,5514,5700,1449.27048458871,"7","Set7_thinned_10",5
"1546",481.5,5601.825,5750.5,5899.175,5356.975,5846.5,6210,1449.27048458871,"7","Set7_thinned_10",5
"1547",502,5062.525,5322.5,5543.475,5782.975,5956,6251.2,1449.27048458871,"7","Set7_thinned_10",5
"1548",552.5,6747.225,6922.5,7146.775,5990,6281.5,6567,1449.27048458871,"7","Set7_thinned_10",5
"1549",574,6672,6824,6976,6093.95,6422,6585.025,1449.27048458871,"7","Set7_thinned_10",5
"1550",595.5,6480.15,6632.5,6781.175,6767.975,6876,6957.05,1449.27048458871,"7","Set7_thinned_10",5
"1551",643.5,6814,7023,7233.95,6299.95,6569,6790.025,1449.27048458871,"7","Set7_thinned_10",5
"1552",670,2888.825,3077.5,3316.175,6824,6965,7094.05,1449.27048458871,"7","Set7_thinned_10",5
"1553",749,6752.25,6947,7146.75,6503.95,6639.5,6967.025,1449.27048458871,"7","Set7_thinned_10",5
"1554",767,6410.925,6561.5,6725.075,6894,6985,7162,1449.27048458871,"7","Set7_thinned_10",5
"1555",844.5,6866.85,7065,7252.15,7196,7307,7406,1449.27048458871,"7","Set7_thinned_10",5
"1556",850.5,7169.55,7294,7418.45,7118.975,7202,7298.025,1449.27048458871,"7","Set7_thinned_10",5
"1557",870.5,7267.15,7384,7500.85,7304.975,7404.5,7543.075,1449.27048458871,"7","Set7_thinned_10",5
"1558",937.5,7585.75,7714,7842.25,7404,7494,7582.025,1449.27048458871,"7","Set7_thinned_10",5
"1559",1002.5,7493.875,7594.5,7687.125,7651,7716,7781.025,1449.27048458871,"7","Set7_thinned_10",5
"1560",1046.5,7585.75,7714,7842.25,7681.975,7772,7941,1449.27048458871,"7","Set7_thinned_10",5
"1561",1144.5,7852.05,7995,8158.95,7757.975,8104,8910.35,1449.27048458871,"7","Set7_thinned_10",5
"1562",0,-72.8,-69,-65.2,-43,291,474,514.674654514869,"8","Set8_thinned_2",5
"1563",69,313.6,420,526.4,569.725,1429,1976.075,514.674654514869,"8","Set8_thinned_2",5
"1564",104.5,2008.55,2171,2333.45,783.95,1394.5,2216.075,514.674654514869,"8","Set8_thinned_2",5
"1565",148,2360.7,2545,2729.3,2521.825,3070,3687.05,514.674654514869,"8","Set8_thinned_2",5
"1566",196.5,3848.45,4009,4217.55,2669.8,3184.5,4248.1,514.674654514869,"8","Set8_thinned_2",5
"1567",334,4655.4,4864,5029.6,4370.95,5069,5493.175,514.674654514869,"8","Set8_thinned_2",5
"1568",407,5493.275,5687.5,5878.725,4939.95,5093,5259.1,514.674654514869,"8","Set8_thinned_2",5
"1569",502,5062.525,5322.5,5543.475,5705.975,5881,6045,514.674654514869,"8","Set8_thinned_2",5
"1570",574,5937.5,6099,6269.5,5549.875,5966.5,6337,514.674654514869,"8","Set8_thinned_2",5
"1571",643.5,6814,7023,7233.95,6255,6410,6499,514.674654514869,"8","Set8_thinned_2",5
"1572",670,6458.275,6615.5,6776.725,6300.975,6991,7131.05,514.674654514869,"8","Set8_thinned_2",5
"1573",767,6410.925,6561.5,6725.075,6765.925,6996,7231.025,514.674654514869,"8","Set8_thinned_2",5
"1574",850.5,7169.55,7294,7418.45,6762.975,7136,7528.1,514.674654514869,"8","Set8_thinned_2",5
"1575",937.5,7585.75,7714,7842.25,7332.975,7480.5,7642.05,514.674654514869,"8","Set8_thinned_2",5
"1576",1046.5,7585.75,7714,7842.25,7744,7845,7930,514.674654514869,"8","Set8_thinned_2",5
"1577",1144.5,7852.05,7995,8158.95,7762.95,8066,9295.4,514.674654514869,"8","Set8_thinned_2",5
"1578",0,-72.8,-69,-65.2,-60.025,63,242.025,1300.02497686629,"8","Set8_thinned_3",5
"1579",24.5,7.275,145.5,283.725,42.975,407.5,1207.25,1300.02497686629,"8","Set8_thinned_3",5
"1580",76.5,6866.625,7042.5,7237.375,657.7,1501,2016.05,1300.02497686629,"8","Set8_thinned_3",5
"1581",104.5,2008.55,2171,2333.45,1143.725,1914.5,2503.2,1300.02497686629,"8","Set8_thinned_3",5
"1582",148,2360.7,2545,2729.3,2428.775,3265.5,3584.025,1300.02497686629,"8","Set8_thinned_3",5
"1583",160.5,3585.875,3754.5,3951.125,2527,2720,3240.075,1300.02497686629,"8","Set8_thinned_3",5
"1584",256.5,3463.275,3620.5,3815.725,3907.95,4355.5,4728.025,1300.02497686629,"8","Set8_thinned_3",5
"1585",334,4655.4,4864,5029.6,3998.875,4733.5,5406.05,1300.02497686629,"8","Set8_thinned_3",5
"1586",407,5493.275,5687.5,5878.725,4932.975,5172,5647.025,1300.02497686629,"8","Set8_thinned_3",5
"1587",481.5,5601.825,5750.5,5899.175,5050.925,5473,5866.05,1300.02497686629,"8","Set8_thinned_3",5
"1588",552.5,6747.225,6922.5,7146.775,5865.95,6016,6133.025,1300.02497686629,"8","Set8_thinned_3",5
"1589",574,5937.5,6099,6269.5,6811.975,6886,6960.025,1300.02497686629,"8","Set8_thinned_3",5
"1590",643.5,6814,7023,7233.95,6187,6434,6761.1,1300.02497686629,"8","Set8_thinned_3",5
"1591",649,6575.25,6753,6890.75,6206.725,6457,6769.025,1300.02497686629,"8","Set8_thinned_3",5
"1592",749,6752.25,6947,7146.75,7050.975,7163,7239,1300.02497686629,"8","Set8_thinned_3",5
"1593",767,6410.925,6561.5,6725.075,6907,6992,7181.025,1300.02497686629,"8","Set8_thinned_3",5
"1594",850.5,7169.55,7294,7418.45,7171.95,7315,7382.025,1300.02497686629,"8","Set8_thinned_3",5
"1595",870.5,7267.15,7384,7500.85,7236.95,7340,7483.075,1300.02497686629,"8","Set8_thinned_3",5
"1596",1002.5,7493.875,7594.5,7687.125,7472.925,7618,7719,1300.02497686629,"8","Set8_thinned_3",5
"1597",1046.5,7585.75,7714,7842.25,7620.975,7799,8518.325,1300.02497686629,"8","Set8_thinned_3",5
"1598",1144.5,7852.05,7995,8158.95,7675.95,8150.5,9373.025,1300.02497686629,"8","Set8_thinned_3",5
"1599",0,-72.8,-69,-65.2,-31,338.5,1979.025,456.330027228102,"8","Set8_thinned_4",5
"1600",24.5,7.275,145.5,283.725,69.975,387,2014.15,456.330027228102,"8","Set8_thinned_4",5
"1601",69,313.6,420,526.4,532.825,1308.5,1956.025,456.330027228102,"8","Set8_thinned_4",5
"1602",104.5,2008.55,2171,2333.45,706.9,1305.5,2014,456.330027228102,"8","Set8_thinned_4",5
"1603",144.5,3180.9,3319,3450.1,2366.925,2558,2667.025,456.330027228102,"8","Set8_thinned_4",5
"1604",148,2360.7,2545,2729.3,3291,3398,3607.325,456.330027228102,"8","Set8_thinned_4",5
"1605",196.5,3848.45,4009,4217.55,2717,3226,4562.8,456.330027228102,"8","Set8_thinned_4",5
"1606",256.5,3463.275,3620.5,3815.725,2936.675,3881,5116.3,456.330027228102,"8","Set8_thinned_4",5
"1607",334,4655.4,4864,5029.6,3441.9,4746,5420.025,456.330027228102,"8","Set8_thinned_4",5
"1608",407,5493.275,5687.5,5878.725,4962.975,5281,5611.025,456.330027228102,"8","Set8_thinned_4",5
"1609",481.5,5601.825,5750.5,5899.175,5207.95,5395,5937,456.330027228102,"8","Set8_thinned_4",5
"1610",502,5062.525,5322.5,5543.475,5691,5810,6001.025,456.330027228102,"8","Set8_thinned_4",5
"1611",574,5937.5,6099,6269.5,6140.95,6441,6578,456.330027228102,"8","Set8_thinned_4",5
"1612",595.5,6480.15,6632.5,6781.175,6055,6265,6623.075,456.330027228102,"8","Set8_thinned_4",5
"1613",643.5,6814,7023,7233.95,6555.925,6629.5,6704.025,456.330027228102,"8","Set8_thinned_4",5
"1614",670,6458.275,6615.5,6776.725,6196.975,6747.5,7058.025,456.330027228102,"8","Set8_thinned_4",5
"1615",749,6752.25,6947,7146.75,7067,7201,7308,456.330027228102,"8","Set8_thinned_4",5
"1616",767,6410.925,6561.5,6725.075,6880.975,6983.5,7164.025,456.330027228102,"8","Set8_thinned_4",5
"1617",850.5,7169.55,7294,7418.45,7242.95,7344,7414.025,456.330027228102,"8","Set8_thinned_4",5
"1618",870.5,7267.15,7384,7500.85,7298.975,7396.5,7573,456.330027228102,"8","Set8_thinned_4",5
"1619",937.5,7585.75,7714,7842.25,7407.975,7535,7751.025,456.330027228102,"8","Set8_thinned_4",5
"1620",1046.5,7585.75,7714,7842.25,7541.9,7749,7858.025,456.330027228102,"8","Set8_thinned_4",5
"1621",1078.5,7688.15,7824,7959.85,7718.975,7851.5,8504.075,456.330027228102,"8","Set8_thinned_4",5
"1622",1144.5,7852.05,7995,8158.95,7739,8013.5,9036.025,456.330027228102,"8","Set8_thinned_4",5
"1623",0,-72.8,-69,-65.2,-45.025,273,2023.225,1340.39632571863,"8","Set8_thinned_5",5
"1624",24.5,7.275,145.5,283.725,33.975,331.5,2060.1,1340.39632571863,"8","Set8_thinned_5",5
"1625",69,313.6,420,526.4,334.875,1138,1891.05,1340.39632571863,"8","Set8_thinned_5",5
"1626",76.5,6866.625,7042.5,7237.375,485,656,2242,1340.39632571863,"8","Set8_thinned_5",5
"1627",144.5,3180.9,3319,3450.1,2024.775,2535,2666,1340.39632571863,"8","Set8_thinned_5",5
"1628",148,2360.7,2545,2729.3,3296,3394,3576.025,1340.39632571863,"8","Set8_thinned_5",5
"1629",160.5,3585.875,3754.5,3951.125,3413.95,3549,3796.05,1340.39632571863,"8","Set8_thinned_5",5
"1630",196.5,3848.45,4009,4217.55,3766.925,3991,4510.05,1340.39632571863,"8","Set8_thinned_5",5
"1631",334,4655.4,4864,5029.6,4529.925,5161.5,5330,1340.39632571863,"8","Set8_thinned_5",5
"1632",361.5,5304.825,5434.5,5573.175,4951.95,5148,5484.1,1340.39632571863,"8","Set8_thinned_5",5
"1633",407,5493.275,5687.5,5878.725,5405,5508,5663.025,1340.39632571863,"8","Set8_thinned_5",5
"1634",481.5,5601.825,5750.5,5899.175,5658.975,5785.5,5973,1340.39632571863,"8","Set8_thinned_5",5
"1635",552.5,6747.225,6922.5,7146.775,5875.9,6034,6152.05,1340.39632571863,"8","Set8_thinned_5",5
"1636",574,5937.5,6099,6269.5,6216.9,6474,6641.125,1340.39632571863,"8","Set8_thinned_5",5
"1637",595.5,6480.15,6632.5,6781.175,6086,6215,6362.125,1340.39632571863,"8","Set8_thinned_5",5
"1638",643.5,6814,7023,7233.95,6545.975,6624,6704,1340.39632571863,"8","Set8_thinned_5",5
"1639",670,6458.275,6615.5,6776.725,6798.975,6951,7084.025,1340.39632571863,"8","Set8_thinned_5",5
"1640",749,6752.25,6947,7146.75,6771,7063,7134,1340.39632571863,"8","Set8_thinned_5",5
"1641",767,6410.925,6561.5,6725.075,6792,7073,7137,1340.39632571863,"8","Set8_thinned_5",5
"1642",844.5,6814,7023,7233.95,7208.925,7324,7397,1340.39632571863,"8","Set8_thinned_5",5
"1643",870.5,7267.15,7384,7500.85,7142.85,7282,7538.05,1340.39632571863,"8","Set8_thinned_5",5
"1644",937.5,7585.75,7714,7842.25,7407,7485,7574,1340.39632571863,"8","Set8_thinned_5",5
"1645",1002.5,7493.875,7594.5,7687.125,7704.975,7787,7911.025,1340.39632571863,"8","Set8_thinned_5",5
"1646",1046.5,7585.75,7714,7842.25,7732.975,7845,7941.025,1340.39632571863,"8","Set8_thinned_5",5
"1647",1144.5,7852.05,7995,8158.95,7768.95,8140.5,9076.05,1340.39632571863,"8","Set8_thinned_5",5
"1648",0,-72.8,-69,-65.2,2.975,365.5,1079,1336.34601907302,"8","Set8_thinned_6",5
"1649",24.5,7.275,145.5,283.725,54.9,403.5,1098.7,1336.34601907302,"8","Set8_thinned_6",5
"1650",69,313.6,420,526.4,489.95,1252.5,1787.025,1336.34601907302,"8","Set8_thinned_6",5
"1651",76.5,6866.625,7042.5,7237.375,487.925,674,1710.075,1336.34601907302,"8","Set8_thinned_6",5
"1652",104.5,2008.55,2171,2333.45,796.975,1427,2161.025,1336.34601907302,"8","Set8_thinned_6",5
