"","Depth","lwr_2sd","median","upr_2sd","model","removalID","subset"
"17420",820,7011.975,7117.5,7226,"Set7_thinned_5",5,"7"
"17421",824,7017.975,7122,7227.025,"Set7_thinned_5",5,"7"
"17422",828,7020.975,7127,7230,"Set7_thinned_5",5,"7"
"17423",832,7026.975,7133.5,7233,"Set7_thinned_5",5,"7"
"17424",836,7029.95,7140,7236,"Set7_thinned_5",5,"7"
"17425",840,7034.975,7146,7239,"Set7_thinned_5",5,"7"
"17426",844,7047.975,7153,7245,"Set7_thinned_5",5,"7"
"17427",848,7090,7185,7279,"Set7_thinned_5",5,"7"
"17428",852,7132,7219,7312.025,"Set7_thinned_5",5,"7"
"17429",856,7170.925,7253,7331.1,"Set7_thinned_5",5,"7"
"17430",860,7193.95,7286,7354,"Set7_thinned_5",5,"7"
"17431",864,7228,7316,7378,"Set7_thinned_5",5,"7"
"17432",868,7265.975,7347,7408,"Set7_thinned_5",5,"7"
"17433",872,7323.975,7376,7447,"Set7_thinned_5",5,"7"
"17434",876,7333,7389,7484.025,"Set7_thinned_5",5,"7"
"17435",880,7341,7402,7507.025,"Set7_thinned_5",5,"7"
"17436",884,7350.975,7414,7520.1,"Set7_thinned_5",5,"7"
"17437",888,7357,7426,7541,"Set7_thinned_5",5,"7"
"17438",892,7364.925,7438,7549.05,"Set7_thinned_5",5,"7"
"17439",896,7368.975,7451,7557,"Set7_thinned_5",5,"7"
"17440",900,7375,7464,7564,"Set7_thinned_5",5,"7"
"17441",904,7382,7478,7571,"Set7_thinned_5",5,"7"
"17442",908,7386.975,7491,7578,"Set7_thinned_5",5,"7"
"17443",912,7392,7505.5,7584.025,"Set7_thinned_5",5,"7"
"17444",916,7396.975,7520,7591.025,"Set7_thinned_5",5,"7"
"17445",920,7402.975,7534,7597.025,"Set7_thinned_5",5,"7"
"17446",924,7412.975,7549,7604,"Set7_thinned_5",5,"7"
"17447",928,7419.975,7564,7611.025,"Set7_thinned_5",5,"7"
"17448",932,7427.95,7580,7620,"Set7_thinned_5",5,"7"
"17449",936,7436,7597,7632,"Set7_thinned_5",5,"7"
"17450",940,7446.975,7611,7640,"Set7_thinned_5",5,"7"
"17451",944,7455.975,7614,7643,"Set7_thinned_5",5,"7"
"17452",948,7465.975,7617,7645,"Set7_thinned_5",5,"7"
"17453",952,7474.975,7619,7647,"Set7_thinned_5",5,"7"
"17454",956,7482.975,7621,7648,"Set7_thinned_5",5,"7"
"17455",960,7490.975,7624,7650,"Set7_thinned_5",5,"7"
"17456",964,7497.975,7625.5,7651.025,"Set7_thinned_5",5,"7"
"17457",968,7504.975,7627,7653,"Set7_thinned_5",5,"7"
"17458",972,7512,7629.5,7655,"Set7_thinned_5",5,"7"
"17459",976,7517.975,7632,7657,"Set7_thinned_5",5,"7"
"17460",980,7526,7634,7658,"Set7_thinned_5",5,"7"
"17461",984,7534,7635,7660,"Set7_thinned_5",5,"7"
"17462",988,7541.975,7637.5,7663,"Set7_thinned_5",5,"7"
"17463",992,7551,7640,7665,"Set7_thinned_5",5,"7"
"17464",996,7561,7643.5,7668,"Set7_thinned_5",5,"7"
"17465",1000,7570.975,7647,7671,"Set7_thinned_5",5,"7"
"17466",1004,7583,7654,7680,"Set7_thinned_5",5,"7"
"17467",1008,7594,7661,7692.075,"Set7_thinned_5",5,"7"
"17468",1012,7603,7668,7703,"Set7_thinned_5",5,"7"
"17469",1016,7611,7674,7715.025,"Set7_thinned_5",5,"7"
"17470",1020,7619,7681,7724.025,"Set7_thinned_5",5,"7"
"17471",1024,7628,7688,7736,"Set7_thinned_5",5,"7"
"17472",1028,7635,7694,7749,"Set7_thinned_5",5,"7"
"17473",1032,7642.975,7701,7761.05,"Set7_thinned_5",5,"7"
"17474",1036,7649,7709,7774.1,"Set7_thinned_5",5,"7"
"17475",1040,7655.975,7716,7786.05,"Set7_thinned_5",5,"7"
"17476",1044,7663.975,7724,7796.05,"Set7_thinned_5",5,"7"
"17477",1048,7679,7737,7822.025,"Set7_thinned_5",5,"7"
"17478",1052,7689.975,7750,7839.05,"Set7_thinned_5",5,"7"
"17479",1056,7699,7762,7861.15,"Set7_thinned_5",5,"7"
"17480",1060,7707.975,7772,7883,"Set7_thinned_5",5,"7"
"17481",1064,7716.925,7782,7893,"Set7_thinned_5",5,"7"
"17482",1068,7723,7792,7905.025,"Set7_thinned_5",5,"7"
"17483",1072,7728,7801,7914.05,"Set7_thinned_5",5,"7"
"17484",1076,7735,7811,7927,"Set7_thinned_5",5,"7"
"17485",1080,7740,7822,7931.025,"Set7_thinned_5",5,"7"
"17486",1084,7745.975,7831,7937.025,"Set7_thinned_5",5,"7"
"17487",1088,7751,7842,7943,"Set7_thinned_5",5,"7"
"17488",1092,7756,7850,7947.025,"Set7_thinned_5",5,"7"
"17489",1096,7761,7858.5,7952.025,"Set7_thinned_5",5,"7"
"17490",1100,7765.975,7868,7958,"Set7_thinned_5",5,"7"
"17491",1104,7770,7876,7963,"Set7_thinned_5",5,"7"
"17492",1108,7776.975,7886,7966.05,"Set7_thinned_5",5,"7"
"17493",1112,7787,7895,7970,"Set7_thinned_5",5,"7"
"17494",1116,7792.975,7906,7973,"Set7_thinned_5",5,"7"
"17495",1120,7799.975,7915,7977.025,"Set7_thinned_5",5,"7"
"17496",1124,7806.95,7925,7983,"Set7_thinned_5",5,"7"
"17497",1128,7818.975,7934,7988.025,"Set7_thinned_5",5,"7"
"17498",1132,7835.95,7944,7994,"Set7_thinned_5",5,"7"
"17499",1136,7854.975,7954,8000,"Set7_thinned_5",5,"7"
"17500",1140,7877.95,7964,8008.025,"Set7_thinned_5",5,"7"
"17501",1144,7889.95,7977,8023.025,"Set7_thinned_5",5,"7"
"17502",1148,7938.95,7999,8239.025,"Set7_thinned_5",5,"7"
"17503",1152,7943.975,8011,8334,"Set7_thinned_5",5,"7"
"17504",1156,7948,8022,8407.075,"Set7_thinned_5",5,"7"
"17505",1160,7950,8034,8465.075,"Set7_thinned_5",5,"7"
"17506",1164,7953,8045,8499.175,"Set7_thinned_5",5,"7"
"17507",1168,7955.975,8057,8551.075,"Set7_thinned_5",5,"7"
"17508",1172,7958,8067,8578.275,"Set7_thinned_5",5,"7"
"17509",1176,7960.95,8079,8607.2,"Set7_thinned_5",5,"7"
"17510",1180,7962.975,8091.5,8630.1,"Set7_thinned_5",5,"7"
"17511",1184,7963.975,8102.5,8654.175,"Set7_thinned_5",5,"7"
"17512",1188,7964.975,8114,8694.325,"Set7_thinned_5",5,"7"
"17513",1192,7967,8124.5,8747.075,"Set7_thinned_5",5,"7"
"17514",1196,7969.95,8134.5,8772.125,"Set7_thinned_5",5,"7"
"17515",1200,7970.975,8147,8798.075,"Set7_thinned_5",5,"7"
"17516",1204,7972,8160.5,8812.275,"Set7_thinned_5",5,"7"
"17517",0,-69,-68,-67,"Set7_thinned_6",6,"7"
"17518",4,-56,-37,38.025,"Set7_thinned_6",6,"7"
"17519",8,-43.025,-7,81.025,"Set7_thinned_6",6,"7"
"17520",12,-30.025,22,126.025,"Set7_thinned_6",6,"7"
"17521",16,-17,51,162.025,"Set7_thinned_6",6,"7"
"17522",20,-2,80,205.025,"Set7_thinned_6",6,"7"
"17523",24,17,111,255,"Set7_thinned_6",6,"7"
"17524",28,57,149,302.15,"Set7_thinned_6",6,"7"
"17525",32,85,182,348.05,"Set7_thinned_6",6,"7"
"17526",36,108,214,375,"Set7_thinned_6",6,"7"
"17527",40,130.975,242,391.025,"Set7_thinned_6",6,"7"
"17528",44,151.925,272,407,"Set7_thinned_6",6,"7"
"17529",48,173.975,302.5,420,"Set7_thinned_6",6,"7"
"17530",52,192,333,433.05,"Set7_thinned_6",6,"7"
"17531",56,211,366,446.025,"Set7_thinned_6",6,"7"
"17532",60,240.875,398,463.025,"Set7_thinned_6",6,"7"
"17533",64,275.975,429,480,"Set7_thinned_6",6,"7"
"17534",68,321,461,502.025,"Set7_thinned_6",6,"7"
"17535",72,446.8,663,959.15,"Set7_thinned_6",6,"7"
"17536",76,549.95,950,1558.35,"Set7_thinned_6",6,"7"
"17537",80,717,1124.5,1670.1,"Set7_thinned_6",6,"7"
"17538",84,893.925,1257.5,1721.225,"Set7_thinned_6",6,"7"
"17539",88,1028.95,1380,1766.125,"Set7_thinned_6",6,"7"
"17540",92,1105.825,1506.5,1816,"Set7_thinned_6",6,"7"
"17541",96,1181.85,1633.5,1854.05,"Set7_thinned_6",6,"7"
"17542",100,1380.625,1764,1898,"Set7_thinned_6",6,"7"
"17543",104,1762,1890,1977,"Set7_thinned_6",6,"7"
"17544",108,1878,1966,2204.25,"Set7_thinned_6",6,"7"
"17545",112,1921,2028,2310.025,"Set7_thinned_6",6,"7"
"17546",116,1958.95,2088,2375.15,"Set7_thinned_6",6,"7"
"17547",120,1982,2150.5,2416,"Set7_thinned_6",6,"7"
"17548",124,2009.95,2215,2457.05,"Set7_thinned_6",6,"7"
"17549",128,2037.975,2277.5,2506.025,"Set7_thinned_6",6,"7"
"17550",132,2068.975,2341.5,2537.075,"Set7_thinned_6",6,"7"
"17551",136,2094.95,2400,2571.025,"Set7_thinned_6",6,"7"
"17552",140,2150.875,2463,2606.025,"Set7_thinned_6",6,"7"
"17553",144,2261.75,2530.5,2651,"Set7_thinned_6",6,"7"
"17554",148,2420,2622.5,2763.025,"Set7_thinned_6",6,"7"
"17555",152,2757.975,2965,3327.075,"Set7_thinned_6",6,"7"
"17556",156,3032.825,3330,3526.125,"Set7_thinned_6",6,"7"
"17557",160,3557.975,3697,3803.025,"Set7_thinned_6",6,"7"
"17558",164,3675,3769,3877.025,"Set7_thinned_6",6,"7"
"17559",168,3708,3798,3915,"Set7_thinned_6",6,"7"
"17560",172,3734,3826,3943.05,"Set7_thinned_6",6,"7"
"17561",176,3758,3855,3963,"Set7_thinned_6",6,"7"
"17562",180,3781.95,3882,3984.025,"Set7_thinned_6",6,"7"
"17563",184,3806,3909,4003.025,"Set7_thinned_6",6,"7"
"17564",188,3828.975,3936,4025.025,"Set7_thinned_6",6,"7"
"17565",192,3861,3963,4046,"Set7_thinned_6",6,"7"
"17566",196,3905.975,3992,4078,"Set7_thinned_6",6,"7"
"17567",200,3929.975,4010,4100.025,"Set7_thinned_6",6,"7"
"17568",204,3940,4023,4117.025,"Set7_thinned_6",6,"7"
"17569",208,3950,4035,4139,"Set7_thinned_6",6,"7"
"17570",212,3960.975,4047,4150.075,"Set7_thinned_6",6,"7"
"17571",216,3969,4060,4159.125,"Set7_thinned_6",6,"7"
"17572",220,3979,4069,4168.025,"Set7_thinned_6",6,"7"
"17573",224,3986,4080,4175.05,"Set7_thinned_6",6,"7"
"17574",228,3994.975,4090.5,4179.025,"Set7_thinned_6",6,"7"
"17575",232,3999,4101.5,4185.025,"Set7_thinned_6",6,"7"
"17576",236,4008,4113,4196.025,"Set7_thinned_6",6,"7"
"17577",240,4012,4123,4205.075,"Set7_thinned_6",6,"7"
"17578",244,4019.975,4133,4216,"Set7_thinned_6",6,"7"
"17579",248,4028,4142,4225.075,"Set7_thinned_6",6,"7"
"17580",252,4042.925,4153,4240.125,"Set7_thinned_6",6,"7"
"17581",256,4085.975,4173,4253.05,"Set7_thinned_6",6,"7"
"17582",260,4113,4218,4407.025,"Set7_thinned_6",6,"7"
"17583",264,4131.95,4255,4509.025,"Set7_thinned_6",6,"7"
"17584",268,4148.975,4287,4597.025,"Set7_thinned_6",6,"7"
"17585",272,4167.95,4321,4626.05,"Set7_thinned_6",6,"7"
"17586",276,4183.925,4355,4665,"Set7_thinned_6",6,"7"
"17587",280,4199,4390,4692.075,"Set7_thinned_6",6,"7"
"17588",284,4216.975,4425,4711.25,"Set7_thinned_6",6,"7"
"17589",288,4229,4460,4732.025,"Set7_thinned_6",6,"7"
"17590",292,4240.975,4494,4743.025,"Set7_thinned_6",6,"7"
"17591",296,4255.975,4528.5,4755,"Set7_thinned_6",6,"7"
"17592",300,4273.975,4563.5,4770.025,"Set7_thinned_6",6,"7"
"17593",304,4300,4598,4785,"Set7_thinned_6",6,"7"
"17594",308,4312.975,4631,4799.025,"Set7_thinned_6",6,"7"
"17595",312,4327.925,4665,4817.025,"Set7_thinned_6",6,"7"
"17596",316,4344.95,4700,4837,"Set7_thinned_6",6,"7"
"17597",320,4392.725,4734,4851.05,"Set7_thinned_6",6,"7"
"17598",324,4420.85,4768,4878.075,"Set7_thinned_6",6,"7"
"17599",328,4500.9,4803,4907.025,"Set7_thinned_6",6,"7"
"17600",332,4636.975,4838,4938.025,"Set7_thinned_6",6,"7"
"17601",336,4850,4883,5104.175,"Set7_thinned_6",6,"7"
"17602",340,4872.975,4927,5244.275,"Set7_thinned_6",6,"7"
"17603",344,4885.975,4969,5334.025,"Set7_thinned_6",6,"7"
"17604",348,4898.975,5010,5380.1,"Set7_thinned_6",6,"7"
"17605",352,4910.975,5052,5413,"Set7_thinned_6",6,"7"
"17606",356,4923.95,5094,5429.1,"Set7_thinned_6",6,"7"
"17607",360,4934.975,5136,5450.225,"Set7_thinned_6",6,"7"
"17608",364,4948.975,5179,5470.025,"Set7_thinned_6",6,"7"
"17609",368,4961.95,5220.5,5481,"Set7_thinned_6",6,"7"
"17610",372,4980,5262,5500.05,"Set7_thinned_6",6,"7"
"17611",376,4997.925,5303,5521.025,"Set7_thinned_6",6,"7"
"17612",380,5020.85,5346,5539.025,"Set7_thinned_6",6,"7"
"17613",384,5058.95,5388,5557,"Set7_thinned_6",6,"7"
"17614",388,5081.975,5430,5572.025,"Set7_thinned_6",6,"7"
"17615",392,5115.975,5471,5590.025,"Set7_thinned_6",6,"7"
"17616",396,5145.925,5512.5,5609,"Set7_thinned_6",6,"7"
"17617",400,5192.925,5553,5634,"Set7_thinned_6",6,"7"
"17618",404,5296.775,5593,5671,"Set7_thinned_6",6,"7"
"17619",408,5595.975,5632,5713,"Set7_thinned_6",6,"7"
"17620",412,5602,5642,5729,"Set7_thinned_6",6,"7"
"17621",416,5607,5650,5750.075,"Set7_thinned_6",6,"7"
"17622",420,5611,5658,5767.025,"Set7_thinned_6",6,"7"
"17623",424,5615,5666,5776.025,"Set7_thinned_6",6,"7"
"17624",428,5617.975,5674,5787.025,"Set7_thinned_6",6,"7"
"17625",432,5622,5683,5794.025,"Set7_thinned_6",6,"7"
"17626",436,5626,5692,5799.025,"Set7_thinned_6",6,"7"
"17627",440,5629.975,5699,5807,"Set7_thinned_6",6,"7"
"17628",444,5633,5707.5,5814,"Set7_thinned_6",6,"7"
"17629",448,5636.975,5713,5820.025,"Set7_thinned_6",6,"7"
"17630",452,5641,5719,5827,"Set7_thinned_6",6,"7"
"17631",456,5645,5727,5833.025,"Set7_thinned_6",6,"7"
"17632",460,5648,5734,5840.025,"Set7_thinned_6",6,"7"
"17633",464,5652,5744,5847,"Set7_thinned_6",6,"7"
"17634",468,5655.975,5755.5,5853.025,"Set7_thinned_6",6,"7"
"17635",472,5659,5769.5,5860.025,"Set7_thinned_6",6,"7"
"17636",476,5662.975,5787,5869,"Set7_thinned_6",6,"7"
"17637",480,5672,5812,5880.025,"Set7_thinned_6",6,"7"
"17638",484,5707.925,5849,5962.05,"Set7_thinned_6",6,"7"
"17639",488,5741.95,5889.5,6064.225,"Set7_thinned_6",6,"7"
"17640",492,5765.975,5935,6157.125,"Set7_thinned_6",6,"7"
"17641",496,5783.975,5980,6254.225,"Set7_thinned_6",6,"7"
"17642",500,5802,6026.5,6382.175,"Set7_thinned_6",6,"7"
"17643",504,5842.95,6096,6515.05,"Set7_thinned_6",6,"7"
"17644",508,5892.975,6147,6564.025,"Set7_thinned_6",6,"7"
"17645",512,5934.9,6195,6594.075,"Set7_thinned_6",6,"7"
"17646",516,5963.95,6239.5,6624.05,"Set7_thinned_6",6,"7"
"17647",520,5991.85,6285,6653.025,"Set7_thinned_6",6,"7"
"17648",524,6014.825,6327.5,6675.025,"Set7_thinned_6",6,"7"
"17649",528,6033.975,6370.5,6693.025,"Set7_thinned_6",6,"7"
"17650",532,6052.925,6417.5,6712.025,"Set7_thinned_6",6,"7"
"17651",536,6090.8,6461.5,6731.05,"Set7_thinned_6",6,"7"
"17652",540,6108.975,6500.5,6749,"Set7_thinned_6",6,"7"
"17653",544,6127.9,6547,6766,"Set7_thinned_6",6,"7"
"17654",548,6156,6606,6786.025,"Set7_thinned_6",6,"7"
"17655",552,6207.875,6672,6813.025,"Set7_thinned_6",6,"7"
"17656",556,6287.95,6698.5,6832,"Set7_thinned_6",6,"7"
"17657",560,6360.8,6714.5,6842.025,"Set7_thinned_6",6,"7"
"17658",564,6422.975,6730,6852.05,"Set7_thinned_6",6,"7"
"17659",568,6488.85,6747,6863.025,"Set7_thinned_6",6,"7"
"17660",572,6562.875,6773,6876,"Set7_thinned_6",6,"7"
"17661",576,6610.625,6794,6884,"Set7_thinned_6",6,"7"
"17662",580,6616.95,6800,6889,"Set7_thinned_6",6,"7"
"17663",584,6622.9,6805,6894,"Set7_thinned_6",6,"7"
"17664",588,6629,6810,6899,"Set7_thinned_6",6,"7"
"17665",592,6637.925,6815.5,6903.05,"Set7_thinned_6",6,"7"
"17666",596,6643.975,6820,6907.025,"Set7_thinned_6",6,"7"
"17667",600,6651.9,6824,6910.025,"Set7_thinned_6",6,"7"
"17668",604,6662.95,6829,6915,"Set7_thinned_6",6,"7"
"17669",608,6673.925,6833,6918.025,"Set7_thinned_6",6,"7"
"17670",612,6679.975,6838,6923.025,"Set7_thinned_6",6,"7"
"17671",616,6685.95,6842,6927.05,"Set7_thinned_6",6,"7"
"17672",620,6689,6846,6931.075,"Set7_thinned_6",6,"7"
"17673",624,6692.975,6852,6936.075,"Set7_thinned_6",6,"7"
"17674",628,6700.975,6858.5,6941.05,"Set7_thinned_6",6,"7"
"17675",632,6704,6863,6946,"Set7_thinned_6",6,"7"
"17676",636,6708.95,6867.5,6951.025,"Set7_thinned_6",6,"7"
"17677",640,6711,6875.5,6957,"Set7_thinned_6",6,"7"
"17678",644,6724.975,6888,6967,"Set7_thinned_6",6,"7"
"17679",648,6788,6914.5,6997.05,"Set7_thinned_6",6,"7"
"17680",652,6808,6933,7019,"Set7_thinned_6",6,"7"
"17681",656,6817.975,6947,7034.025,"Set7_thinned_6",6,"7"
"17682",660,6828,6960,7048,"Set7_thinned_6",6,"7"
"17683",664,6838,6971.5,7065,"Set7_thinned_6",6,"7"
"17684",668,6848,6987,7088.025,"Set7_thinned_6",6,"7"
"17685",672,6855,6999,7102.025,"Set7_thinned_6",6,"7"
"17686",676,6859,7006,7108,"Set7_thinned_6",6,"7"
"17687",680,6863,7011,7110,"Set7_thinned_6",6,"7"
"17688",684,6866.975,7017,7113,"Set7_thinned_6",6,"7"
"17689",688,6870,7024,7115.025,"Set7_thinned_6",6,"7"
"17690",692,6874,7029,7118.025,"Set7_thinned_6",6,"7"
"17691",696,6877.975,7034,7120.025,"Set7_thinned_6",6,"7"
"17692",700,6881,7039,7122,"Set7_thinned_6",6,"7"
"17693",704,6883.975,7045,7124,"Set7_thinned_6",6,"7"
"17694",708,6887,7049,7126,"Set7_thinned_6",6,"7"
"17695",712,6889.975,7054,7127,"Set7_thinned_6",6,"7"
"17696",716,6891,7059,7129,"Set7_thinned_6",6,"7"
"17697",720,6892.975,7064,7131,"Set7_thinned_6",6,"7"
"17698",724,6893.975,7069,7132.025,"Set7_thinned_6",6,"7"
"17699",728,6895,7074,7134,"Set7_thinned_6",6,"7"
"17700",732,6898.95,7080,7136.025,"Set7_thinned_6",6,"7"
"17701",736,6904,7086.5,7138.025,"Set7_thinned_6",6,"7"
"17702",740,6906.975,7094,7141,"Set7_thinned_6",6,"7"
"17703",744,6911,7103,7144,"Set7_thinned_6",6,"7"
"17704",748,6915.975,7115,7148,"Set7_thinned_6",6,"7"
"17705",752,6937.975,7134,7168,"Set7_thinned_6",6,"7"
"17706",756,6958.975,7146,7191.025,"Set7_thinned_6",6,"7"
"17707",760,6975.975,7158,7217.025,"Set7_thinned_6",6,"7"
"17708",764,6994.975,7172,7242,"Set7_thinned_6",6,"7"
"17709",768,7025.975,7194,7265.025,"Set7_thinned_6",6,"7"
"17710",772,7040.9,7201,7270.025,"Set7_thinned_6",6,"7"
"17711",776,7053.975,7206,7275,"Set7_thinned_6",6,"7"
"17712",780,7061.975,7211,7277,"Set7_thinned_6",6,"7"
"17713",784,7068.95,7215.5,7278,"Set7_thinned_6",6,"7"
"17714",788,7078.95,7220,7282.025,"Set7_thinned_6",6,"7"
"17715",792,7086,7224,7285.025,"Set7_thinned_6",6,"7"
"17716",796,7091.95,7229,7289.025,"Set7_thinned_6",6,"7"
"17717",800,7098.975,7232,7294.025,"Set7_thinned_6",6,"7"
"17718",804,7105,7236,7296.025,"Set7_thinned_6",6,"7"
"17719",808,7110.975,7240,7301,"Set7_thinned_6",6,"7"
"17720",812,7117.95,7244,7304.025,"Set7_thinned_6",6,"7"
"17721",816,7125.975,7248,7307,"Set7_thinned_6",6,"7"
"17722",820,7130.975,7253,7309.025,"Set7_thinned_6",6,"7"
"17723",824,7138,7257,7311.025,"Set7_thinned_6",6,"7"
"17724",828,7149.9,7262,7316,"Set7_thinned_6",6,"7"
"17725",832,7155,7266,7319,"Set7_thinned_6",6,"7"
"17726",836,7164,7271,7322,"Set7_thinned_6",6,"7"
"17727",840,7171.975,7276,7325,"Set7_thinned_6",6,"7"
"17728",844,7178.925,7282,7329.05,"Set7_thinned_6",6,"7"
"17729",848,7188.975,7289,7340.025,"Set7_thinned_6",6,"7"
"17730",852,7209.95,7301,7355.025,"Set7_thinned_6",6,"7"
"17731",856,7246.95,7320,7373.075,"Set7_thinned_6",6,"7"
"17732",860,7279.975,7338,7390,"Set7_thinned_6",6,"7"
"17733",864,7298.95,7356,7410,"Set7_thinned_6",6,"7"
"17734",868,7320.975,7373,7436.025,"Set7_thinned_6",6,"7"
"17735",872,7338,7394,7467,"Set7_thinned_6",6,"7"
"17736",876,7348.975,7409,7502.025,"Set7_thinned_6",6,"7"
"17737",880,7356.975,7422,7518,"Set7_thinned_6",6,"7"
"17738",884,7362.975,7434.5,7536.075,"Set7_thinned_6",6,"7"
"17739",888,7369.95,7446,7552,"Set7_thinned_6",6,"7"
"17740",892,7375.975,7457,7559.025,"Set7_thinned_6",6,"7"
"17741",896,7380.95,7470.5,7567.025,"Set7_thinned_6",6,"7"
"17742",900,7385.95,7483,7574,"Set7_thinned_6",6,"7"
"17743",904,7390.975,7497,7579.025,"Set7_thinned_6",6,"7"
"17744",908,7396.975,7510,7586.025,"Set7_thinned_6",6,"7"
"17745",912,7400,7524,7593,"Set7_thinned_6",6,"7"
"17746",916,7403.975,7538.5,7599,"Set7_thinned_6",6,"7"
"17747",920,7408.975,7552,7605,"Set7_thinned_6",6,"7"
"17748",924,7414.975,7566,7610.025,"Set7_thinned_6",6,"7"
"17749",928,7422.95,7579,7617,"Set7_thinned_6",6,"7"
"17750",932,7434.975,7593,7624,"Set7_thinned_6",6,"7"
"17751",936,7441.975,7609,7633,"Set7_thinned_6",6,"7"
"17752",940,7455.975,7619,7643,"Set7_thinned_6",6,"7"
"17753",944,7466.975,7622,7647,"Set7_thinned_6",6,"7"
"17754",948,7474,7624,7650,"Set7_thinned_6",6,"7"
"17755",952,7483,7626,7652,"Set7_thinned_6",6,"7"
"17756",956,7492.975,7627.5,7653,"Set7_thinned_6",6,"7"
"17757",960,7501.975,7629,7655,"Set7_thinned_6",6,"7"
"17758",964,7508,7631,7656,"Set7_thinned_6",6,"7"
"17759",968,7517.95,7633,7657,"Set7_thinned_6",6,"7"
"17760",972,7524,7634.5,7659,"Set7_thinned_6",6,"7"
"17761",976,7533,7636,7660,"Set7_thinned_6",6,"7"
"17762",980,7540.975,7638,7663,"Set7_thinned_6",6,"7"
"17763",984,7550,7641,7664,"Set7_thinned_6",6,"7"
"17764",988,7556,7643,7665.025,"Set7_thinned_6",6,"7"
"17765",992,7563.975,7645,7667,"Set7_thinned_6",6,"7"
"17766",996,7572.975,7647,7670,"Set7_thinned_6",6,"7"
"17767",1000,7580,7650,7673,"Set7_thinned_6",6,"7"
"17768",1004,7592,7656,7683,"Set7_thinned_6",6,"7"
"17769",1008,7603,7664,7706.025,"Set7_thinned_6",6,"7"
"17770",1012,7611.975,7671,7716.025,"Set7_thinned_6",6,"7"
"17771",1016,7619,7678,7725,"Set7_thinned_6",6,"7"
"17772",1020,7626,7684,7734,"Set7_thinned_6",6,"7"
"17773",1024,7633.975,7690,7743.025,"Set7_thinned_6",6,"7"
"17774",1028,7640,7697,7754.025,"Set7_thinned_6",6,"7"
"17775",1032,7648.975,7703,7765.025,"Set7_thinned_6",6,"7"
"17776",1036,7655,7709,7777,"Set7_thinned_6",6,"7"
"17777",1040,7662.975,7718,7792,"Set7_thinned_6",6,"7"
"17778",1044,7670,7726,7807,"Set7_thinned_6",6,"7"
"17779",1048,7682,7739,7827.025,"Set7_thinned_6",6,"7"
"17780",1052,7691,7752,7848.025,"Set7_thinned_6",6,"7"
"17781",1056,7700.95,7763,7875.025,"Set7_thinned_6",6,"7"
"17782",1060,7707.975,7773,7885,"Set7_thinned_6",6,"7"
"17783",1064,7718.95,7783,7897.05,"Set7_thinned_6",6,"7"
"17784",1068,7724.975,7793,7910.1,"Set7_thinned_6",6,"7"
"17785",1072,7730.975,7801,7920.025,"Set7_thinned_6",6,"7"
"17786",1076,7734.975,7811,7926.075,"Set7_thinned_6",6,"7"
"17787",1080,7739.975,7821,7932,"Set7_thinned_6",6,"7"
"17788",1084,7744.975,7830,7939.025,"Set7_thinned_6",6,"7"
"17789",1088,7750.975,7839.5,7943,"Set7_thinned_6",6,"7"
"17790",1092,7754.95,7849,7947,"Set7_thinned_6",6,"7"
"17791",1096,7760,7858,7951.025,"Set7_thinned_6",6,"7"
"17792",1100,7765.975,7868,7956,"Set7_thinned_6",6,"7"
"17793",1104,7772.975,7877,7960,"Set7_thinned_6",6,"7"
"17794",1108,7777.975,7886,7966,"Set7_thinned_6",6,"7"
"17795",1112,7784,7895,7969.025,"Set7_thinned_6",6,"7"
"17796",1116,7789,7904,7974,"Set7_thinned_6",6,"7"
"17797",1120,7797.95,7914,7977.05,"Set7_thinned_6",6,"7"
"17798",1124,7805.975,7923,7983,"Set7_thinned_6",6,"7"
"17799",1128,7815.95,7932,7988,"Set7_thinned_6",6,"7"
"17800",1132,7826.975,7942,7994,"Set7_thinned_6",6,"7"
"17801",1136,7837.975,7951,8000.025,"Set7_thinned_6",6,"7"
"17802",1140,7858.95,7962,8009,"Set7_thinned_6",6,"7"
"17803",1144,7884,7977,8024,"Set7_thinned_6",6,"7"
"17804",1148,7905.95,7999,8177.075,"Set7_thinned_6",6,"7"
"17805",1152,7927.9,8012,8287,"Set7_thinned_6",6,"7"
"17806",1156,7940.775,8022,8328.075,"Set7_thinned_6",6,"7"
"17807",1160,7942.975,8034,8354.075,"Set7_thinned_6",6,"7"
"17808",1164,7943.95,8045.5,8397.2,"Set7_thinned_6",6,"7"
"17809",1168,7948.975,8057.5,8441.075,"Set7_thinned_6",6,"7"
"17810",1172,7953,8070,8472.05,"Set7_thinned_6",6,"7"
"17811",1176,7956,8080.5,8498.15,"Set7_thinned_6",6,"7"
"17812",1180,7957.975,8094.5,8524.15,"Set7_thinned_6",6,"7"
"17813",1184,7959.975,8107,8542.1,"Set7_thinned_6",6,"7"
"17814",1188,7961.975,8118,8577,"Set7_thinned_6",6,"7"
"17815",1192,7962.975,8127.5,8616.375,"Set7_thinned_6",6,"7"
"17816",1196,7964,8138.5,8644.225,"Set7_thinned_6",6,"7"
"17817",1200,7968.975,8147.5,8677.125,"Set7_thinned_6",6,"7"
"17818",1204,7973.925,8159,8686.075,"Set7_thinned_6",6,"7"
"17819",0,-69,-68,-67,"Set7_thinned_7",7,"7"
