"","Depth","lwr_2sd","median","upr_2sd","model","removalID","subset"
"2166",204,3792,3938,4099.025,"Set1_thinned_9",9,"1"
"2167",208,3799.975,3953,4112,"Set1_thinned_9",9,"1"
"2168",212,3810,3967.5,4120.025,"Set1_thinned_9",9,"1"
"2169",216,3821.925,3984,4128.075,"Set1_thinned_9",9,"1"
"2170",220,3833.85,4000,4139.025,"Set1_thinned_9",9,"1"
"2171",224,3844.9,4014,4147.075,"Set1_thinned_9",9,"1"
"2172",228,3854.95,4029,4159.025,"Set1_thinned_9",9,"1"
"2173",232,3867.95,4044,4170.1,"Set1_thinned_9",9,"1"
"2174",236,3882.95,4059,4183,"Set1_thinned_9",9,"1"
"2175",240,3895.975,4074.5,4196,"Set1_thinned_9",9,"1"
"2176",244,3914,4090,4209,"Set1_thinned_9",9,"1"
"2177",248,3936,4107.5,4221.05,"Set1_thinned_9",9,"1"
"2178",252,3971.95,4125,4235,"Set1_thinned_9",9,"1"
"2179",256,4012.975,4145,4256.1,"Set1_thinned_9",9,"1"
"2180",260,4054,4190.5,4414.125,"Set1_thinned_9",9,"1"
"2181",264,4095.95,4230,4537.225,"Set1_thinned_9",9,"1"
"2182",268,4136.975,4267,4582.1,"Set1_thinned_9",9,"1"
"2183",272,4158,4300.5,4615.1,"Set1_thinned_9",9,"1"
"2184",276,4172,4336,4652.025,"Set1_thinned_9",9,"1"
"2185",280,4187.925,4371,4669.025,"Set1_thinned_9",9,"1"
"2186",284,4201.9,4405.5,4698.025,"Set1_thinned_9",9,"1"
"2187",288,4221.95,4442,4713.25,"Set1_thinned_9",9,"1"
"2188",292,4236,4478.5,4735.025,"Set1_thinned_9",9,"1"
"2189",296,4252,4514,4755.175,"Set1_thinned_9",9,"1"
"2190",300,4273.9,4551,4779.05,"Set1_thinned_9",9,"1"
"2191",304,4294.975,4586,4792.025,"Set1_thinned_9",9,"1"
"2192",308,4328,4621.5,4807.2,"Set1_thinned_9",9,"1"
"2193",312,4345.975,4656,4822.05,"Set1_thinned_9",9,"1"
"2194",316,4375,4691,4838.05,"Set1_thinned_9",9,"1"
"2195",320,4399.9,4727,4863.025,"Set1_thinned_9",9,"1"
"2196",324,4435.975,4763,4886,"Set1_thinned_9",9,"1"
"2197",328,4529.875,4799,4911,"Set1_thinned_9",9,"1"
"2198",332,4682.8,4834,4940,"Set1_thinned_9",9,"1"
"2199",336,4845.975,4893,5069.05,"Set1_thinned_9",9,"1"
"2200",340,4881,4971,5205,"Set1_thinned_9",9,"1"
"2201",344,4926,5049,5256,"Set1_thinned_9",9,"1"
"2202",348,4963.975,5128,5291.125,"Set1_thinned_9",9,"1"
"2203",352,4998.925,5204,5335.1,"Set1_thinned_9",9,"1"
"2204",356,5051.95,5280,5386,"Set1_thinned_9",9,"1"
"2205",360,5176,5353,5437,"Set1_thinned_9",9,"1"
"2206",364,5334.975,5405,5496.1,"Set1_thinned_9",9,"1"
"2207",368,5354,5427.5,5535.05,"Set1_thinned_9",9,"1"
"2208",372,5371.975,5447,5556.075,"Set1_thinned_9",9,"1"
"2209",376,5391,5465,5569,"Set1_thinned_9",9,"1"
"2210",380,5404.95,5485,5579.05,"Set1_thinned_9",9,"1"
"2211",384,5418,5506,5589.025,"Set1_thinned_9",9,"1"
"2212",388,5434.975,5525,5599.025,"Set1_thinned_9",9,"1"
"2213",392,5450,5545,5611,"Set1_thinned_9",9,"1"
"2214",396,5463,5564,5624.05,"Set1_thinned_9",9,"1"
"2215",400,5483.925,5584,5640.025,"Set1_thinned_9",9,"1"
"2216",404,5515.975,5604,5661.025,"Set1_thinned_9",9,"1"
"2217",408,5593,5624,5688,"Set1_thinned_9",9,"1"
"2218",412,5598,5630,5701.025,"Set1_thinned_9",9,"1"
"2219",416,5602,5636,5709.075,"Set1_thinned_9",9,"1"
"2220",420,5607,5641,5717.025,"Set1_thinned_9",9,"1"
"2221",424,5610,5646.5,5726.025,"Set1_thinned_9",9,"1"
"2222",428,5613,5650,5735.05,"Set1_thinned_9",9,"1"
"2223",432,5616,5655,5742.1,"Set1_thinned_9",9,"1"
"2224",436,5618.975,5660,5751.025,"Set1_thinned_9",9,"1"
"2225",440,5621,5665,5759.05,"Set1_thinned_9",9,"1"
"2226",444,5623.975,5670,5768.025,"Set1_thinned_9",9,"1"
"2227",448,5626.975,5675,5776.025,"Set1_thinned_9",9,"1"
"2228",452,5629.975,5681,5785.025,"Set1_thinned_9",9,"1"
"2229",456,5633.975,5686,5792,"Set1_thinned_9",9,"1"
"2230",460,5637,5691,5801.05,"Set1_thinned_9",9,"1"
"2231",464,5639.975,5696,5812,"Set1_thinned_9",9,"1"
"2232",468,5644,5702,5821.025,"Set1_thinned_9",9,"1"
"2233",472,5647.975,5707,5831.025,"Set1_thinned_9",9,"1"
"2234",476,5654,5713,5841,"Set1_thinned_9",9,"1"
"2235",480,5659.975,5720,5851,"Set1_thinned_9",9,"1"
"2236",484,5679.975,5739,5872.05,"Set1_thinned_9",9,"1"
"2237",488,5696,5763,5893.025,"Set1_thinned_9",9,"1"
"2238",492,5710,5787,5912.025,"Set1_thinned_9",9,"1"
"2239",496,5722.975,5810.5,5938,"Set1_thinned_9",9,"1"
"2240",500,5734,5836,5970.025,"Set1_thinned_9",9,"1"
"2241",504,5751,5860,5995,"Set1_thinned_9",9,"1"
"2242",508,5763,5874,6004,"Set1_thinned_9",9,"1"
"2243",512,5775.975,5887,6017,"Set1_thinned_9",9,"1"
"2244",516,5788,5899,6024.05,"Set1_thinned_9",9,"1"
"2245",520,5793,5910,6034.025,"Set1_thinned_9",9,"1"
"2246",524,5799.9,5920,6041.025,"Set1_thinned_9",9,"1"
"2247",528,5807.95,5931,6047.025,"Set1_thinned_9",9,"1"
"2248",532,5813.975,5943,6055.05,"Set1_thinned_9",9,"1"
"2249",536,5822.925,5955,6061.1,"Set1_thinned_9",9,"1"
"2250",540,5830.925,5968,6079.15,"Set1_thinned_9",9,"1"
"2251",544,5837.95,5979,6094.025,"Set1_thinned_9",9,"1"
"2252",548,5845.95,5993,6111,"Set1_thinned_9",9,"1"
"2253",552,5858.825,6005,6127,"Set1_thinned_9",9,"1"
"2254",556,5901,6032,6145.025,"Set1_thinned_9",9,"1"
"2255",560,5939.925,6057,6160,"Set1_thinned_9",9,"1"
"2256",564,5969,6079,6168.075,"Set1_thinned_9",9,"1"
"2257",568,5989.975,6106,6201,"Set1_thinned_9",9,"1"
"2258",572,6007.95,6134,6238.05,"Set1_thinned_9",9,"1"
"2259",576,6031,6159,6269.025,"Set1_thinned_9",9,"1"
"2260",580,6047,6173,6313.025,"Set1_thinned_9",9,"1"
"2261",584,6064.975,6187,6339.025,"Set1_thinned_9",9,"1"
"2262",588,6079,6199,6357.075,"Set1_thinned_9",9,"1"
"2263",592,6087.95,6212,6373.05,"Set1_thinned_9",9,"1"
"2264",596,6094.95,6224,6387.025,"Set1_thinned_9",9,"1"
"2265",600,6105.975,6236,6396.075,"Set1_thinned_9",9,"1"
"2266",604,6115.925,6249,6407,"Set1_thinned_9",9,"1"
"2267",608,6125.975,6262,6416.025,"Set1_thinned_9",9,"1"
"2268",612,6133.975,6276,6426.025,"Set1_thinned_9",9,"1"
"2269",616,6141.975,6291,6438,"Set1_thinned_9",9,"1"
"2270",620,6149.975,6306,6449,"Set1_thinned_9",9,"1"
"2271",624,6159.95,6320.5,6466,"Set1_thinned_9",9,"1"
"2272",628,6165.95,6336,6479,"Set1_thinned_9",9,"1"
"2273",632,6173,6352,6495.025,"Set1_thinned_9",9,"1"
"2274",636,6181.925,6368,6516.025,"Set1_thinned_9",9,"1"
"2275",640,6202.975,6385.5,6535,"Set1_thinned_9",9,"1"
"2276",644,6232,6425,6566,"Set1_thinned_9",9,"1"
"2277",648,6449.95,6556,6636,"Set1_thinned_9",9,"1"
"2278",652,6532.975,6622.5,6693,"Set1_thinned_9",9,"1"
"2279",656,6580,6658.5,6730.025,"Set1_thinned_9",9,"1"
"2280",660,6625.975,6697,6760.05,"Set1_thinned_9",9,"1"
"2281",664,6656.95,6738,6797.025,"Set1_thinned_9",9,"1"
"2282",668,6688.95,6779,6839.025,"Set1_thinned_9",9,"1"
"2283",672,6742,6804,6873,"Set1_thinned_9",9,"1"
"2284",676,6748,6809,6879,"Set1_thinned_9",9,"1"
"2285",680,6752,6814,6882.025,"Set1_thinned_9",9,"1"
"2286",684,6755.975,6819,6889,"Set1_thinned_9",9,"1"
"2287",688,6759,6823,6892.025,"Set1_thinned_9",9,"1"
"2288",692,6762,6827,6896,"Set1_thinned_9",9,"1"
"2289",696,6765.975,6832,6898,"Set1_thinned_9",9,"1"
"2290",700,6768,6836,6901,"Set1_thinned_9",9,"1"
"2291",704,6771,6840,6905,"Set1_thinned_9",9,"1"
"2292",708,6774,6845,6907.025,"Set1_thinned_9",9,"1"
"2293",712,6778,6848,6911.025,"Set1_thinned_9",9,"1"
"2294",716,6781,6853,6914.025,"Set1_thinned_9",9,"1"
"2295",720,6784.975,6857,6918,"Set1_thinned_9",9,"1"
"2296",724,6788,6861,6921,"Set1_thinned_9",9,"1"
"2297",728,6790.975,6865.5,6924.025,"Set1_thinned_9",9,"1"
"2298",732,6793.975,6869,6928,"Set1_thinned_9",9,"1"
"2299",736,6796,6875,6934.025,"Set1_thinned_9",9,"1"
"2300",740,6799,6880,6938.05,"Set1_thinned_9",9,"1"
"2301",744,6802,6885,6944,"Set1_thinned_9",9,"1"
"2302",748,6804,6891,6949.075,"Set1_thinned_9",9,"1"
"2303",752,6821,6905,6970,"Set1_thinned_9",9,"1"
"2304",756,6837.975,6920,6990,"Set1_thinned_9",9,"1"
"2305",760,6850.975,6935,7011,"Set1_thinned_9",9,"1"
"2306",764,6864,6951.5,7036,"Set1_thinned_9",9,"1"
"2307",768,6881.875,6967,7058.025,"Set1_thinned_9",9,"1"
"2308",772,6887.975,6973,7061.025,"Set1_thinned_9",9,"1"
"2309",776,6892,6977,7064,"Set1_thinned_9",9,"1"
"2310",780,6903.825,6982,7069.025,"Set1_thinned_9",9,"1"
"2311",784,6909,6985.5,7073.075,"Set1_thinned_9",9,"1"
"2312",788,6913.95,6989,7077,"Set1_thinned_9",9,"1"
"2313",792,6917,6993,7081,"Set1_thinned_9",9,"1"
"2314",796,6920,6997,7084.025,"Set1_thinned_9",9,"1"
"2315",800,6924,7000,7086,"Set1_thinned_9",9,"1"
"2316",804,6929,7004.5,7090,"Set1_thinned_9",9,"1"
"2317",808,6931.975,7008,7093.025,"Set1_thinned_9",9,"1"
"2318",812,6936,7012,7100.025,"Set1_thinned_9",9,"1"
"2319",816,6940,7017,7106,"Set1_thinned_9",9,"1"
"2320",820,6942.975,7021,7109.025,"Set1_thinned_9",9,"1"
"2321",824,6945.975,7026,7113.025,"Set1_thinned_9",9,"1"
"2322",828,6949,7029,7117,"Set1_thinned_9",9,"1"
"2323",832,6953,7034,7122,"Set1_thinned_9",9,"1"
"2324",836,6956.975,7039,7129,"Set1_thinned_9",9,"1"
"2325",840,6961,7044,7136.025,"Set1_thinned_9",9,"1"
"2326",844,6968.925,7051,7143.025,"Set1_thinned_9",9,"1"
"2327",848,7032,7100,7193.025,"Set1_thinned_9",9,"1"
"2328",852,7087,7159,7251.025,"Set1_thinned_9",9,"1"
"2329",856,7143,7202.5,7289,"Set1_thinned_9",9,"1"
"2330",860,7187.925,7246,7323,"Set1_thinned_9",9,"1"
"2331",864,7216.95,7291,7358,"Set1_thinned_9",9,"1"
"2332",868,7258.975,7335,7396,"Set1_thinned_9",9,"1"
"2333",872,7316.975,7369,7436.05,"Set1_thinned_9",9,"1"
"2334",876,7325.9,7378,7481,"Set1_thinned_9",9,"1"
"2335",880,7329.925,7387,7503.025,"Set1_thinned_9",9,"1"
"2336",884,7334,7396,7517.05,"Set1_thinned_9",9,"1"
"2337",888,7339,7403,7524,"Set1_thinned_9",9,"1"
"2338",892,7343,7409.5,7528.05,"Set1_thinned_9",9,"1"
"2339",896,7347,7416,7533.025,"Set1_thinned_9",9,"1"
"2340",900,7350.975,7423,7538,"Set1_thinned_9",9,"1"
"2341",904,7354.975,7429,7541.025,"Set1_thinned_9",9,"1"
"2342",908,7358,7435,7543.025,"Set1_thinned_9",9,"1"
"2343",912,7361,7442,7547.025,"Set1_thinned_9",9,"1"
"2344",916,7364.975,7449,7552.025,"Set1_thinned_9",9,"1"
"2345",920,7368,7455,7556.025,"Set1_thinned_9",9,"1"
"2346",924,7371.975,7462,7561.05,"Set1_thinned_9",9,"1"
"2347",928,7373.975,7468.5,7567.025,"Set1_thinned_9",9,"1"
"2348",932,7376.975,7475,7571.025,"Set1_thinned_9",9,"1"
"2349",936,7379.975,7482,7573.05,"Set1_thinned_9",9,"1"
"2350",940,7381.975,7489,7577.025,"Set1_thinned_9",9,"1"
"2351",944,7386.975,7495.5,7582,"Set1_thinned_9",9,"1"
"2352",948,7389.95,7502,7585.025,"Set1_thinned_9",9,"1"
"2353",952,7399.95,7508,7587.025,"Set1_thinned_9",9,"1"
"2354",956,7402.925,7514.5,7590,"Set1_thinned_9",9,"1"
"2355",960,7407,7521,7593,"Set1_thinned_9",9,"1"
"2356",964,7411,7528,7597.025,"Set1_thinned_9",9,"1"
"2357",968,7420,7534.5,7600,"Set1_thinned_9",9,"1"
"2358",972,7426,7541,7605.025,"Set1_thinned_9",9,"1"
"2359",976,7431.975,7549,7610.025,"Set1_thinned_9",9,"1"
"2360",980,7440.975,7555,7617,"Set1_thinned_9",9,"1"
"2361",984,7450,7562,7623,"Set1_thinned_9",9,"1"
"2362",988,7459.95,7568,7629,"Set1_thinned_9",9,"1"
"2363",992,7474.975,7575,7634.025,"Set1_thinned_9",9,"1"
"2364",996,7493.975,7581,7641,"Set1_thinned_9",9,"1"
"2365",1000,7515,7590,7650,"Set1_thinned_9",9,"1"
"2366",1004,7532,7604,7662,"Set1_thinned_9",9,"1"
"2367",1008,7545.975,7614,7671,"Set1_thinned_9",9,"1"
"2368",1012,7559,7623,7682,"Set1_thinned_9",9,"1"
"2369",1016,7574,7633,7693,"Set1_thinned_9",9,"1"
"2370",1020,7588,7643,7700.025,"Set1_thinned_9",9,"1"
"2371",1024,7598,7651,7709,"Set1_thinned_9",9,"1"
"2372",1028,7610,7660,7717.025,"Set1_thinned_9",9,"1"
"2373",1032,7616,7669,7727.025,"Set1_thinned_9",9,"1"
"2374",1036,7622,7677,7740.025,"Set1_thinned_9",9,"1"
"2375",1040,7631.925,7686,7752,"Set1_thinned_9",9,"1"
"2376",1044,7644.975,7695,7766.025,"Set1_thinned_9",9,"1"
"2377",1048,7668,7710,7782,"Set1_thinned_9",9,"1"
"2378",1052,7685,7729,7799,"Set1_thinned_9",9,"1"
"2379",1056,7697.975,7748,7815,"Set1_thinned_9",9,"1"
"2380",1060,7709,7765,7833.025,"Set1_thinned_9",9,"1"
"2381",1064,7718.975,7782,7849,"Set1_thinned_9",9,"1"
"2382",1068,7729.975,7797.5,7866.025,"Set1_thinned_9",9,"1"
"2383",1072,7739,7814,7883,"Set1_thinned_9",9,"1"
"2384",1076,7756,7830,7905,"Set1_thinned_9",9,"1"
"2385",1080,7777.975,7847,7925,"Set1_thinned_9",9,"1"
"2386",1084,7791,7857,7936,"Set1_thinned_9",9,"1"
"2387",1088,7804.95,7866,7945,"Set1_thinned_9",9,"1"
"2388",1092,7814,7875,7953.025,"Set1_thinned_9",9,"1"
"2389",1096,7820,7882,7959.025,"Set1_thinned_9",9,"1"
"2390",1100,7828.95,7891,7966.025,"Set1_thinned_9",9,"1"
"2391",1104,7836,7899,7969.025,"Set1_thinned_9",9,"1"
"2392",1108,7842.975,7908,7972,"Set1_thinned_9",9,"1"
"2393",1112,7851,7916,7976,"Set1_thinned_9",9,"1"
"2394",1116,7857.975,7923,7980,"Set1_thinned_9",9,"1"
"2395",1120,7864.975,7931,7986,"Set1_thinned_9",9,"1"
"2396",1124,7872.95,7940,7989,"Set1_thinned_9",9,"1"
"2397",1128,7881,7948,7993,"Set1_thinned_9",9,"1"
"2398",1132,7885.95,7957,7997,"Set1_thinned_9",9,"1"
"2399",1136,7896,7965,8003.025,"Set1_thinned_9",9,"1"
"2400",1140,7915,7973,8011,"Set1_thinned_9",9,"1"
"2401",1144,7935.975,7984,8025.025,"Set1_thinned_9",9,"1"
"2402",1148,7946.975,8000,8176.05,"Set1_thinned_9",9,"1"
"2403",1152,7951,8011,8261.325,"Set1_thinned_9",9,"1"
"2404",1156,7954,8020.5,8346.125,"Set1_thinned_9",9,"1"
"2405",1160,7956,8030.5,8410.05,"Set1_thinned_9",9,"1"
"2406",1164,7958,8039,8444.65,"Set1_thinned_9",9,"1"
"2407",1168,7960,8048,8479.075,"Set1_thinned_9",9,"1"
"2408",1172,7962,8057,8507.075,"Set1_thinned_9",9,"1"
"2409",1176,7963.975,8067.5,8525.075,"Set1_thinned_9",9,"1"
"2410",1180,7965.975,8078.5,8540.05,"Set1_thinned_9",9,"1"
"2411",1184,7968,8089,8571.225,"Set1_thinned_9",9,"1"
"2412",1188,7970.975,8100,8587.275,"Set1_thinned_9",9,"1"
"2413",1192,7972.975,8112,8608.025,"Set1_thinned_9",9,"1"
"2414",1196,7974.95,8122,8625.075,"Set1_thinned_9",9,"1"
"2415",1200,7975.975,8132,8665.1,"Set1_thinned_9",9,"1"
"2416",1204,7977,8142.5,8680.05,"Set1_thinned_9",9,"1"
"2417",0,-69,-68,-67,"Set1_thinned_10",10,"1"
"2418",4,-56,-36,31,"Set1_thinned_10",10,"1"
"2419",8,-43.025,-4,73,"Set1_thinned_10",10,"1"
"2420",12,-31,27,104.025,"Set1_thinned_10",10,"1"
"2421",16,-17,57,157.025,"Set1_thinned_10",10,"1"
"2422",20,0,87,209.025,"Set1_thinned_10",10,"1"
"2423",24,22.975,120,261.025,"Set1_thinned_10",10,"1"
"2424",28,60.975,158.5,328.125,"Set1_thinned_10",10,"1"
"2425",32,94,195,367.025,"Set1_thinned_10",10,"1"
"2426",36,117.975,231,397.025,"Set1_thinned_10",10,"1"
"2427",40,140.975,265,422.025,"Set1_thinned_10",10,"1"
"2428",44,158.95,299,437.025,"Set1_thinned_10",10,"1"
"2429",48,174.975,333.5,452.05,"Set1_thinned_10",10,"1"
"2430",52,193.975,368,468,"Set1_thinned_10",10,"1"
"2431",56,234,404,480.025,"Set1_thinned_10",10,"1"
"2432",60,264,440,495,"Set1_thinned_10",10,"1"
"2433",64,326.975,474,511.025,"Set1_thinned_10",10,"1"
"2434",68,458.975,508,537,"Set1_thinned_10",10,"1"
"2435",72,554.95,673,876.175,"Set1_thinned_10",10,"1"
"2436",76,614,876.5,1277.075,"Set1_thinned_10",10,"1"
"2437",80,728.975,994,1361.075,"Set1_thinned_10",10,"1"
"2438",84,843,1082.5,1389,"Set1_thinned_10",10,"1"
"2439",88,946.975,1163.5,1413.05,"Set1_thinned_10",10,"1"
"2440",92,1017.875,1241.5,1437.025,"Set1_thinned_10",10,"1"
"2441",96,1077.85,1318.5,1466.025,"Set1_thinned_10",10,"1"
"2442",100,1190.925,1399,1507.025,"Set1_thinned_10",10,"1"
"2443",104,1390,1480,1568.025,"Set1_thinned_10",10,"1"
"2444",108,1471,1578,1893.85,"Set1_thinned_10",10,"1"
"2445",112,1522.95,1660,2098.075,"Set1_thinned_10",10,"1"
"2446",116,1567.975,1743.5,2192.4,"Set1_thinned_10",10,"1"
"2447",120,1603,1829.5,2271.425,"Set1_thinned_10",10,"1"
"2448",124,1641.975,1912,2424.125,"Set1_thinned_10",10,"1"
"2449",128,1677.975,1994.5,2612.1,"Set1_thinned_10",10,"1"
"2450",132,1722,2079,2795.15,"Set1_thinned_10",10,"1"
"2451",136,1776.95,2162,2985.05,"Set1_thinned_10",10,"1"
"2452",140,1825,2247,3172.05,"Set1_thinned_10",10,"1"
"2453",144,1909.925,2345,3353.025,"Set1_thinned_10",10,"1"
"2454",148,2395,2639.5,3605.025,"Set1_thinned_10",10,"1"
"2455",152,2767.975,2991,3663.025,"Set1_thinned_10",10,"1"
"2456",156,3021.85,3348,3719,"Set1_thinned_10",10,"1"
"2457",160,3565.975,3707.5,3812,"Set1_thinned_10",10,"1"
"2458",164,3680.975,3777,3878.05,"Set1_thinned_10",10,"1"
"2459",168,3716,3808,3929.025,"Set1_thinned_10",10,"1"
"2460",172,3746.95,3837,3945.1,"Set1_thinned_10",10,"1"
"2461",176,3766.925,3867,3971.05,"Set1_thinned_10",10,"1"
"2462",180,3789.975,3895,3991.025,"Set1_thinned_10",10,"1"
"2463",184,3810.925,3924,4017.025,"Set1_thinned_10",10,"1"
"2464",188,3838.975,3954,4043,"Set1_thinned_10",10,"1"
"2465",192,3869,3983,4069.025,"Set1_thinned_10",10,"1"
"2466",196,3910,4016,4102.025,"Set1_thinned_10",10,"1"
"2467",200,3947.975,4055,4276.15,"Set1_thinned_10",10,"1"
"2468",204,3965,4082,4368.175,"Set1_thinned_10",10,"1"
"2469",208,3983.975,4108,4452.025,"Set1_thinned_10",10,"1"
"2470",212,3997.925,4130,4478.15,"Set1_thinned_10",10,"1"
"2471",216,4010.975,4155,4525.125,"Set1_thinned_10",10,"1"
"2472",220,4021,4179,4542.1,"Set1_thinned_10",10,"1"
"2473",224,4032,4203,4576.025,"Set1_thinned_10",10,"1"
"2474",228,4041.95,4226,4601.025,"Set1_thinned_10",10,"1"
"2475",232,4050.975,4248,4627.1,"Set1_thinned_10",10,"1"
"2476",236,4062.925,4271.5,4643.1,"Set1_thinned_10",10,"1"
"2477",240,4072,4295.5,4657.05,"Set1_thinned_10",10,"1"
"2478",244,4082.95,4319,4675,"Set1_thinned_10",10,"1"
"2479",248,4088.975,4342,4689.05,"Set1_thinned_10",10,"1"
"2480",252,4095,4366,4709.025,"Set1_thinned_10",10,"1"
"2481",256,4101,4389,4719.025,"Set1_thinned_10",10,"1"
"2482",260,4108.95,4412,4732.125,"Set1_thinned_10",10,"1"
"2483",264,4126.975,4437,4745.025,"Set1_thinned_10",10,"1"
"2484",268,4136.95,4461,4759.025,"Set1_thinned_10",10,"1"
"2485",272,4145.95,4485,4769.025,"Set1_thinned_10",10,"1"
"2486",276,4161.775,4509,4779,"Set1_thinned_10",10,"1"
"2487",280,4169.95,4533,4789.025,"Set1_thinned_10",10,"1"
"2488",284,4185.95,4557,4801.1,"Set1_thinned_10",10,"1"
"2489",288,4196.9,4580,4813,"Set1_thinned_10",10,"1"
"2490",292,4209.925,4603,4817.025,"Set1_thinned_10",10,"1"
"2491",296,4223.9,4626,4825.05,"Set1_thinned_10",10,"1"
"2492",300,4252.75,4649,4834.025,"Set1_thinned_10",10,"1"
"2493",304,4273.85,4673,4843.025,"Set1_thinned_10",10,"1"
"2494",308,4307.975,4696,4853.025,"Set1_thinned_10",10,"1"
"2495",312,4335.975,4720,4866.05,"Set1_thinned_10",10,"1"
"2496",316,4391.725,4744,4876.05,"Set1_thinned_10",10,"1"
"2497",320,4436.85,4769,4889.075,"Set1_thinned_10",10,"1"
"2498",324,4470.975,4793,4907,"Set1_thinned_10",10,"1"
"2499",328,4543.9,4817,4924.025,"Set1_thinned_10",10,"1"
"2500",332,4672.9,4839,4943,"Set1_thinned_10",10,"1"
"2501",336,4859,4892,5069,"Set1_thinned_10",10,"1"
"2502",340,4901.975,4971,5167.275,"Set1_thinned_10",10,"1"
"2503",344,4943.975,5050,5232.05,"Set1_thinned_10",10,"1"
"2504",348,4994.8,5129,5273.05,"Set1_thinned_10",10,"1"
"2505",352,5048.925,5206,5317.1,"Set1_thinned_10",10,"1"
"2506",356,5128.9,5281,5364.025,"Set1_thinned_10",10,"1"
"2507",360,5273.925,5356,5434,"Set1_thinned_10",10,"1"
"2508",364,5336,5404,5496.1,"Set1_thinned_10",10,"1"
"2509",368,5359,5425,5537.025,"Set1_thinned_10",10,"1"
"2510",372,5379.975,5445,5549,"Set1_thinned_10",10,"1"
"2511",376,5397,5465,5565.075,"Set1_thinned_10",10,"1"
"2512",380,5413,5485,5579,"Set1_thinned_10",10,"1"
"2513",384,5424.975,5505,5590,"Set1_thinned_10",10,"1"
"2514",388,5438.95,5525,5601,"Set1_thinned_10",10,"1"
"2515",392,5452.95,5545,5615,"Set1_thinned_10",10,"1"
"2516",396,5466.975,5565,5628.025,"Set1_thinned_10",10,"1"
"2517",400,5490.975,5585,5644,"Set1_thinned_10",10,"1"
"2518",404,5535.9,5605,5663.05,"Set1_thinned_10",10,"1"
"2519",408,5592,5626,5685.025,"Set1_thinned_10",10,"1"
"2520",412,5598.975,5632,5696.025,"Set1_thinned_10",10,"1"
"2521",416,5603,5638,5706,"Set1_thinned_10",10,"1"
"2522",420,5607,5644,5714,"Set1_thinned_10",10,"1"
"2523",424,5609.95,5649,5720,"Set1_thinned_10",10,"1"
"2524",428,5611.975,5654,5730,"Set1_thinned_10",10,"1"
"2525",432,5615.975,5658,5734.05,"Set1_thinned_10",10,"1"
"2526",436,5618,5663,5743,"Set1_thinned_10",10,"1"
"2527",440,5621,5668,5751.05,"Set1_thinned_10",10,"1"
"2528",444,5624,5673,5760.05,"Set1_thinned_10",10,"1"
"2529",448,5626.975,5678,5771.025,"Set1_thinned_10",10,"1"
"2530",452,5631.975,5682.5,5782.025,"Set1_thinned_10",10,"1"
"2531",456,5634.975,5687,5790,"Set1_thinned_10",10,"1"
"2532",460,5638,5692,5798,"Set1_thinned_10",10,"1"
"2533",464,5642.975,5697,5809,"Set1_thinned_10",10,"1"
"2534",468,5646,5702,5817.025,"Set1_thinned_10",10,"1"
"2535",472,5651,5707,5827.025,"Set1_thinned_10",10,"1"
"2536",476,5657,5713,5839.025,"Set1_thinned_10",10,"1"
"2537",480,5663,5720,5850.05,"Set1_thinned_10",10,"1"
"2538",484,5680,5740,5877,"Set1_thinned_10",10,"1"
"2539",488,5695,5766,5894,"Set1_thinned_10",10,"1"
"2540",492,5707.975,5791,5916,"Set1_thinned_10",10,"1"
"2541",496,5717,5816,5945.025,"Set1_thinned_10",10,"1"
"2542",500,5727.975,5845,5975,"Set1_thinned_10",10,"1"
"2543",504,5748,5870,6001,"Set1_thinned_10",10,"1"
"2544",508,5761,5884,6009.075,"Set1_thinned_10",10,"1"
"2545",512,5771.95,5896,6018,"Set1_thinned_10",10,"1"
"2546",516,5777,5909,6031.025,"Set1_thinned_10",10,"1"
"2547",520,5783.975,5919.5,6040,"Set1_thinned_10",10,"1"
"2548",524,5795,5932,6048.075,"Set1_thinned_10",10,"1"
"2549",528,5805.975,5942,6061.025,"Set1_thinned_10",10,"1"
"2550",532,5816.825,5954,6071,"Set1_thinned_10",10,"1"
"2551",536,5825.875,5966,6082,"Set1_thinned_10",10,"1"
"2552",540,5831.95,5977,6094.025,"Set1_thinned_10",10,"1"
"2553",544,5838.95,5990,6110,"Set1_thinned_10",10,"1"
"2554",548,5848,6002,6124.05,"Set1_thinned_10",10,"1"
"2555",552,5858.975,6017,6142.025,"Set1_thinned_10",10,"1"
"2556",556,5902.95,6042,6160.05,"Set1_thinned_10",10,"1"
"2557",560,5939.975,6068,6179.05,"Set1_thinned_10",10,"1"
"2558",564,5973,6092,6201.05,"Set1_thinned_10",10,"1"
"2559",568,5995.95,6117,6225,"Set1_thinned_10",10,"1"
"2560",572,6016.975,6143,6249,"Set1_thinned_10",10,"1"
"2561",576,6082.95,6197,6307,"Set1_thinned_10",10,"1"
"2562",580,6166.975,6276.5,6402.15,"Set1_thinned_10",10,"1"
"2563",584,6236.875,6357,6465.175,"Set1_thinned_10",10,"1"
"2564",588,6284.975,6437,6532,"Set1_thinned_10",10,"1"
"2565",592,6349.9,6517,6599,"Set1_thinned_10",10,"1"
"2566",596,6506,6589,6674.025,"Set1_thinned_10",10,"1"
"2567",600,6520,6604,6691,"Set1_thinned_10",10,"1"
