"","sampleID","LAT","MLWS","MLWN","MHWN","MHWS","HAT","model","IM","time","scaledto","range","tidalrangechange"
"443","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",6.5,"UTide",0.24546637286463,0.0223470391977927
"444","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",6.5,"UTide",0.24546637286463,0.0223470391977927
"445","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",6.5,"UTide",0.24546637286463,0.0223470391977927
"446","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",6.5,"UTide",0.24546637286463,0.0223470391977927
"447","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",6.5,"UTide",0.24546637286463,0.0223470391977927
"448","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",6.5,"UTide",0.24546637286463,0.0223470391977927
"449","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"450","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"451","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"452","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"453","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"454","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"455","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"456","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"457","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"458","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"459","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"460","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"461","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"462","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"463","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"464","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"465","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"466","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"467","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"468","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"469","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"470","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"471","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"472","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"473","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"474","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"475","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"476","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"477","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"478","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"479","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"480","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"481","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"482","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"483","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"484","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"485","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"486","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"487","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"488","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"489","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"490","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"491","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"492","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"493","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"494","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"495","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"496","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"497","GR/19/C1",-0.267839970985567,-0.131310366710898,-0.0229829804247688,0.0169665285794731,0.114156006153732,0.248630737239576,"Sulzbach et al. (2023)","LAT to HAT",7,"UTide",0.24546637286463,0.0223470391977927
"498","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"499","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"500","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"501","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"502","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"503","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"504","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"505","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"506","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"507","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"508","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"509","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"510","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"511","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"512","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"513","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"514","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"515","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"516","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"517","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"518","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"519","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"520","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"521","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"522","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"523","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"524","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"525","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"526","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"527","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"528","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"529","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"530","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"531","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"532","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"533","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"534","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"535","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"536","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"537","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"538","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"539","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"540","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"541","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"542","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"543","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"544","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"545","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"546","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"547","GR/19/C1",-0.255001917352791,-0.0983584369763746,-0.0273154400717844,0.0198945952092585,0.0843629262159499,0.236713416879612,"Sulzbach et al. (2023)","LAT to HAT",7.5,"UTide",0.182721363192325,-0.0403979704745124
"548","GR/19/C1",-0.131506824537852,-0.0523357615924821,-0.0385649409689198,0.0281180622508931,0.0449370281010373,0.122075277325369,"Sulzbach et al. (2023)","LAT to HAT",8,"UTide",0.0972727896935194,-0.125846543973318
"549","GR/19/C1",-0.131506824537852,-0.0523357615924821,-0.0385649409689198,0.0281180622508931,0.0449370281010373,0.122075277325369,"Sulzbach et al. (2023)","LAT to HAT",8,"UTide",0.0972727896935194,-0.125846543973318
"550","GR/19/C1",-0.131506824537852,-0.0523357615924821,-0.0385649409689198,0.0281180622508931,0.0449370281010373,0.122075277325369,"Sulzbach et al. (2023)","LAT to HAT",8,"UTide",0.0972727896935194,-0.125846543973318
"551","GR/19/C1",-0.131506824537852,-0.0523357615924821,-0.0385649409689198,0.0281180622508931,0.0449370281010373,0.122075277325369,"Sulzbach et al. (2023)","LAT to HAT",8,"UTide",0.0972727896935194,-0.125846543973318
"552","GR/19/C1",-0.131506824537852,-0.0523357615924821,-0.0385649409689198,0.0281180622508931,0.0449370281010373,0.122075277325369,"Sulzbach et al. (2023)","LAT to HAT",8,"UTide",0.0972727896935194,-0.125846543973318
"553","GR/19/C1",-0.131506824537852,-0.0523357615924821,-0.0385649409689198,0.0281180622508931,0.0449370281010373,0.122075277325369,"Sulzbach et al. (2023)","LAT to HAT",8,"UTide",0.0972727896935194,-0.125846543973318
"554","GR/19/C1",-0.131506824537852,-0.0523357615924821,-0.0385649409689198,0.0281180622508931,0.0449370281010373,0.122075277325369,"Sulzbach et al. (2023)","LAT to HAT",8,"UTide",0.0972727896935194,-0.125846543973318
"555","GR/19/C1",-0.131506824537852,-0.0523357615924821,-0.0385649409689198,0.0281180622508931,0.0449370281010373,0.122075277325369,"Sulzbach et al. (2023)","LAT to HAT",8,"UTide",0.0972727896935194,-0.125846543973318
"556","GR/19/C1",-0.131506824537852,-0.0523357615924821,-0.0385649409689198,0.0281180622508931,0.0449370281010373,0.122075277325369,"Sulzbach et al. (2023)","LAT to HAT",8,"UTide",0.0972727896935194,-0.125846543973318
"557","GR/19/C1",-0.131506824537852,-0.0523357615924821,-0.0385649409689198,0.0281180622508931,0.0449370281010373,0.122075277325369,"Sulzbach et al. (2023)","LAT to HAT",8,"UTide",0.0972727896935194,-0.125846543973318
"558","GR/19/C1",-0.131506824537852,-0.0523357615924821,-0.0385649409689198,0.0281180622508931,0.0449370281010373,0.122075277325369,"Sulzbach et al. (2023)","LAT to HAT",8,"UTide",0.0972727896935194,-0.125846543973318
"559","GR/19/C1",-0.131506824537852,-0.0523357615924821,-0.0385649409689198,0.0281180622508931,0.0449370281010373,0.122075277325369,"Sulzbach et al. (2023)","LAT to HAT",8,"UTide",0.0972727896935194,-0.125846543973318
"560","GR/19/C1",-0.131506824537852,-0.0523357615924821,-0.0385649409689198,0.0281180622508931,0.0449370281010373,0.122075277325369,"Sulzbach et al. (2023)","LAT to HAT",8,"UTide",0.0972727896935194,-0.125846543973318
"561","GR/19/C1",-0.131506824537852,-0.0523357615924821,-0.0385649409689198,0.0281180622508931,0.0449370281010373,0.122075277325369,"Sulzbach et al. (2023)","LAT to HAT",8,"UTide",0.0972727896935194,-0.125846543973318
"562","GR/19/C1",-0.131506824537852,-0.0523357615924821,-0.0385649409689198,0.0281180622508931,0.0449370281010373,0.122075277325369,"Sulzbach et al. (2023)","LAT to HAT",8,"UTide",0.0972727896935194,-0.125846543973318
"563","GR/19/C1",-0.131506824537852,-0.0523357615924821,-0.0385649409689198,0.0281180622508931,0.0449370281010373,0.122075277325369,"Sulzbach et al. (2023)","LAT to HAT",8,"UTide",0.0972727896935194,-0.125846543973318
"564","GR/19/C1",-0.131506824537852,-0.0523357615924821,-0.0385649409689198,0.0281180622508931,0.0449370281010373,0.122075277325369,"Sulzbach et al. (2023)","LAT to HAT",8,"UTide",0.0972727896935194,-0.125846543973318
