"time","lat","lon","IM","SampleID","StudySite","vicinity_size"
4.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
4.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
4.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
4.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
4.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
5.5,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
6,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
6,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
6,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
6,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
6,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
6,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
6,16.831979,-88.105595,"LAT to HAT","GR/19/C1","Twin Cays",1
