RSL,RSLer_up_2sd,Age,Age_up_er_2sd,RSLError,AgeError,AgeCE
-1.6713690095757952,0.2808984199086787,3768.5,182.625,0.14044920995433935,91.3125,-1818.5
-1.5115422790541815,0.28072515043029256,3315.5,134.5999999999999,0.14036257521514628,67.29999999999995,-1365.5
-4.87423685242985,0.28803057705462365,5750.5,148.67500000000018,0.14401528852731182,74.33750000000009,-3800.5
-2.6299555944968525,0.28231183498762125,4167,225.32499999999982,0.14115591749381062,112.66249999999991,-2217
-4.131489649113607,0.28577778037086765,5686,192.72500000000036,0.14288889018543383,96.36250000000018,-3736
-8.747428058221866,0.30483937126260763,7384,116.85000000000036,0.15241968563130381,58.42500000000018,-5434
-5.581777742497703,0.2904896869867719,6947,199.77499999999964,0.14524484349338596,99.88749999999982,-4997
-9.413793958115622,0.30847347136884995,7714,128.25,0.15423673568442497,64.125,-5764
-3.677693862729676,0.28457356675479795,5439,134.17500000000018,0.14228678337739897,67.08750000000009,-3489
-10.8155594302029,0.316707999281574,7824,135.85000000000036,0.158353999640787,67.92500000000018,-5874
-6.010146571369047,0.29212085811542776,6630.6625,150.5124999999989,0.14606042905771388,75.25624999999945,-4680.6625
-10.060092397804517,0.3121750316799572,7590.5,96.625,0.1560875158399786,48.3125,-5640.5
-6.48820432793914,0.294063101545333,7023.975,209.97499999999945,0.1470315507726665,104.98749999999973,-5073.975
-10.497493995911345,0.31477343357312915,7714,128.25,0.15738671678656457,64.125,-5764
-7.717651317472999,0.2996161120114742,6568,157.07499999999982,0.1498080560057371,78.53749999999991,-4618
-11.47145586875587,0.32081156072860395,8005.5,153.44999999999982,0.16040578036430198,76.72499999999991,-6055.5
-2.0309137021092116,0.2813537273752623,4033,184.55000000000018,0.14067686368763116,92.27500000000009,-2083
-8.548475372757101,0.30379205672737264,7071,171.22499999999945,0.15189602836368632,85.61249999999973,-5121
-8.488786104431625,0.3034813250528492,7023.975,209.97499999999945,0.1517406625264246,104.98749999999973,-5073.975
-8.548475372757101,0.30379205672737264,7294,124.44999999999982,0.15189602836368632,62.22499999999991,-5344
-8.548475372757101,0.30379205672737264,7295.5,123.97500000000036,0.15189602836368632,61.98750000000018,-5345.5
-8.488786104431625,0.3034813250528492,7059.5,192.64999999999964,0.1517406625264246,96.32499999999982,-5109.5
-8.488786104431625,0.3034813250528492,7052,185.375,0.1517406625264246,92.6875,-5102
-1.1118965829024692,0.28037084658200473,2168.5,162.92500000000018,0.14018542329100236,81.46250000000009,-218.5
-1.1118965829024692,0.28037084658200473,2171,162.44999999999982,0.14018542329100236,81.22499999999991,-221
-1.1118965829024692,0.28037084658200473,2090,200.07499999999982,0.14018542329100236,100.03749999999991,-140
-1.1118965829024692,0.28037084658200473,1918,170.80000000000018,0.14018542329100236,85.40000000000009,32
-1.1118965829024692,0.28037084658200473,1534.5,152.54999999999995,0.14018542329100236,76.27499999999998,415.5
-0.7571161320806739,0.28015129740380007,891,150.7249999999999,0.14007564870190004,75.36249999999995,1059
-0.7571161320806739,0.28015129740380007,1116.1625000000001,165.26250000000005,0.14007564870190004,82.63125000000002,833.8374999999999
