"","SiteName","data_type_id","Age","true_RSL","RSLer_up_2sd","Age_up_er_2sd","RSL_err","Age_err","AgeCE","CV_fold","test_set","NI_var_grid_term","pred_RSL","upr","lwr","y_post_pred","upr_PI","lwr_PI","CI","CV_fold_number","obs_in_PI","nseg","RMSE"
"54",",
 ","ProxyRecord",7680.5,-10.20824852,0.349720836991891,52.5249999999996,0.174860418495946,26.2624999999998,-5730.5,2,"test_set",0.00216578905005704,-10.0220272124773,-10.0653454181064,-9.97807840023767,-10.0184794916829,-10.392673552711,-9.63176782256108,"95%","2",TRUE,5,0.195877395517457
"55",",
 ","ProxyRecord",7719.5,-10.40956333,0.350797820037471,54.5,0.175398910018735,27.25,-5769.5,2,"test_set",0.00220823378640489,-10.1931734444304,-10.2366499800511,-10.1487529473698,-10.1911154783225,-10.5795697196168,-9.80443296936702,"95%","2",TRUE,5,0.195877395517457
"56",",
 ","ProxyRecord",7916,-11.16869893,0.319127252382136,72.0249999999996,0.159563626191068,36.0124999999998,-5966,2,"test_set",0.00243106052129072,-11.1085145464967,-11.1745596371757,-11.046143922731,-11.1008044660745,-11.4522662552924,-10.7500415899526,"95%","2",TRUE,5,0.195877395517457
"57",",
 ","ProxyRecord",7950.525,-11.37136039,0.320357822,56.5250000000006,0.160178911062888,28.2625000000003,-6000.525,2,"test_set",0.00247175729808369,-11.2787808562258,-11.3525864088663,-11.2081550224886,-11.2780847209757,-11.6572496564922,-10.8960439084761,"95%","2",TRUE,5,0.195877395517457
"58",",
 ","ProxyRecord",7962.5125,-11.41196737,0.320605004,50.5124999999998,0.160302502121402,25.2562499999999,-6012.5125,2,"test_set",0.00248599579872888,-11.3385783194104,-11.4145640602124,-11.26478321752,-11.3341412473124,-11.7061811761839,-10.958715547087,"95%","2",TRUE,5,0.195877395517457
"59",",
 ","ProxyRecord",43,-0.107832927,0.320413083395057,95,0.160206541697529,47.5,1907,3,"test_set",0.000524437354664647,-0.128553178114357,-0.272993343102163,0.0171878095668727,-0.122975663366826,-0.511584587414892,0.247937157579719,"95%","3",TRUE,5,0.195877395517457
"60",",
 ","ProxyRecord",143.5,-0.26382257,0.320432262211112,116.5,0.160216131105556,58.25,1806.5,3,"test_set",0.00046926542660794,-0.235101211904443,-0.343528348829386,-0.120165866279972,-0.235040706660597,-0.58458517571049,0.126465385446818,"95%","3",TRUE,5,0.195877395517457
"61",",
 ","ProxyRecord",540.0125,-0.577269311,0.319834502900122,240.0375,0.159917251450061,120.01875,1409.9875,3,"test_set",0.000291659556544976,-0.545774935299764,-0.656863008965195,-0.438403742609591,-0.541537979321128,-0.91158009055661,-0.183847849596972,"95%","3",TRUE,5,0.195877395517457
"62",",
 ","ProxyRecord",3370.9375,-1.745264165,0.288369911951494,556.1375,0.144184955975747,278.06875,-1420.9375,3,"test_set",0.00044934173544231,-1.80615600473398,-1.8680315210342,-1.74050109403093,-1.79922778939318,-2.15451682951741,-1.4618028801968,"95%","3",TRUE,5,0.195877395517457
"63",",
 ","ProxyRecord",3507.4875,-1.942789411,0.288632722,522.5125,0.144316361053702,261.25625,-1557.4875,3,"test_set",0.00048289955262848,-1.9333959720901,-1.99485452786202,-1.86974124511718,-1.93520121998933,-2.25522295382091,-1.5933026582838,"95%","3",TRUE,5,0.195877395517457
"64",",
 ","ProxyRecord",3856.425,-2.456892552,0.289443890618171,374.575,0.144721945309086,187.2875,-1906.425,3,"test_set",0.000554678649522522,-2.29519253959898,-2.35191605919524,-2.23958335737651,-2.29304515617235,-2.61634464593721,-1.94932089186833,"95%","3",TRUE,5,0.195877395517457
"65",",
 ","ProxyRecord",3964.9625,-2.575635346,0.289656809549025,351.0625,0.144828404774512,175.53125,-2014.9625,3,"test_set",0.000572909815466094,-2.41698220113405,-2.47287960328001,-2.36182481872657,-2.41531468534948,-2.74781397826248,-2.08364556960769,"95%","3",TRUE,5,0.195877395517457
"66",",
 ","ProxyRecord",4280.9125,-2.747481033,0.338253782539985,328.1875,0.169126891269993,164.09375,-2330.9125,3,"test_set",0.000614917181263053,-2.79126057908509,-2.84943326317399,-2.73433321893143,-2.78202435807666,-3.13534460017841,-2.40010516091243,"95%","3",TRUE,5,0.195877395517457
"67",",
 ","ProxyRecord",4408.3875,-2.905967107,0.338527465937458,283.6375,0.169263732968729,141.81875,-2458.3875,3,"test_set",0.000627202995562293,-2.94901775650395,-3.00853165209796,-2.88882363268842,-2.95072599182793,-3.33532255573968,-2.54910558875149,"95%","3",TRUE,5,0.195877395517457
"68",",
 ","ProxyRecord",4435,-2.945588849,0.33859826394738,280.025,0.16929913197369,140.0125,-2485,3,"test_set",0.000629429603860032,-2.98234438215597,-3.04201327547027,-2.92153604356367,-2.9890112761221,-3.35360510794021,-2.60496325638597,"95%","3",TRUE,5,0.195877395517457
"69",",
 ","ProxyRecord",4599,-3.183441865,0.339041496327628,211.025,0.169520748163814,105.5125,-2649,3,"test_set",0.000640572485532953,-3.19020806673922,-3.25270834528599,-3.12669650165984,-3.18422746990893,-3.56039799813667,-2.80913432817482,"95%","3",TRUE,5,0.195877395517457
"70",",
 ","ProxyRecord",4690.4875,-3.262750604,0.339196208492697,164.5375,0.169598104246349,82.2687500000002,-2740.4875,3,"test_set",0.00064486046720269,-3.30769202783339,-3.37145535745032,-3.24331749295381,-3.30627500019861,-3.67139720381628,-2.92682935281109,"95%","3",TRUE,5,0.195877395517457
"71",",
 ","ProxyRecord",5395.5125,-4.255202499,0.342390587855401,282.5125,0.171195293927701,141.25625,-3445.5125,3,"test_set",0.000712215187381737,-4.25108324428946,-4.2970399997052,-4.20202865458791,-4.25528933024917,-4.64179896765727,-3.86731221363174,"95%","3",TRUE,5,0.195877395517457
"72",",
 ","ProxyRecord",5410.475,-4.33468808,0.34259086707063,276.525,0.171295433535315,138.2625,-3460.475,3,"test_set",0.00071537117840581,-4.27256885361632,-4.31817112781618,-4.22415660541605,-4.27257073612121,-4.65440182982151,-3.89238111684455,"95%","3",TRUE,5,0.195877395517457
"73",",
 ","ProxyRecord",6043.025,-5.488399286,0.34587172985261,202.025000000001,0.172935864926305,101.0125,-4093.025,3,"test_set",0.000918425050211446,-5.29598909549332,-5.3507495326699,-5.24284034669586,-5.28977583288438,-5.65770375233354,-4.88860977727346,"95%","3",TRUE,5,0.195877395517457
