"","SiteName","data_type_id","Age","Age_BP","Age_type","pred","lwr","upr","rate_pred","rate_lwr","rate_upr","CI","model","removalID","removalIDlabel"
"4850",",
 ","ProxyRecord",-3948.5875,5898.5875,"BP",-5.18722078285728,-5.24604261626186,-5.13085466322551,2.1590387518251,1.97639642475354,2.34385680737517,"95%","Set4_thinned_4","_4","n=4"
"4851",",
 ","ProxyRecord",-3898.5875,5848.5875,"BP",-5.06784305917343,-5.12485176711604,-5.01301474946766,2.62640207415461,2.46049128045988,2.7990046095329,"95%","Set4_thinned_4","_4","n=4"
"4852",",
 ","ProxyRecord",-3848.5875,5798.5875,"BP",-4.9241467873013,-4.97819793693332,-4.87192007706152,3.10861909682826,2.93827113167659,3.28727593176196,"95%","Set4_thinned_4","_4","n=4"
"4853",",
 ","ProxyRecord",-3798.5875,5748.5875,"BP",-4.75863005701386,-4.8103838237032,-4.70943165612864,3.49535984435473,3.29484346829896,3.70252798453593,"95%","Set4_thinned_4","_4","n=4"
"4854",",
 ","ProxyRecord",-3748.5875,5698.5875,"BP",-4.57627782866578,-4.62568073587697,-4.53031443703762,3.78203901925331,3.55094011194584,4.01921234291998,"95%","Set4_thinned_4","_4","n=4"
"4855",",
 ","ProxyRecord",-3698.5875,5648.5875,"BP",-4.38209318088841,-4.42868864850307,-4.33687804433065,3.96865662152576,3.71363860173404,4.23902649369468,"95%","Set4_thinned_4","_4","n=4"
"4856",",
 ","ProxyRecord",-3648.5875,5598.5875,"BP",-4.18107919231311,-4.22726895596151,-4.13459236890744,4.05521265117121,3.78235486679591,4.34281587310594,"95%","Set4_thinned_4","_4","n=4"
"4857",",
 ","ProxyRecord",-3598.5875,5548.5875,"BP",-3.97823894157122,-4.02883382439082,-3.9259200883962,4.0417071081894,3.75994535355569,4.33298559293809,"95%","Set4_thinned_4","_4","n=4"
"4858",",
 ","ProxyRecord",-3548.5875,5498.5875,"BP",-3.77857550729408,-3.83406385360325,-3.72055748547742,3.92813999258077,3.65348627928574,4.21722180880772,"95%","Set4_thinned_4","_4","n=4"
"4859",",
 ","ProxyRecord",-3498.5875,5448.5875,"BP",-3.58709196811304,-3.64995070952033,-3.51895097235414,3.71451130434541,3.45440525154132,3.98629084833259,"95%","Set4_thinned_4","_4","n=4"
"4860",",
 ","ProxyRecord",-3448.5875,5398.5875,"BP",-3.40879140265944,-3.48030834027988,-3.32997962283828,3.40082104348387,3.16822646425541,3.64866973546566,"95%","Set4_thinned_4","_4","n=4"
"4861",",
 ","ProxyRecord",-3398.5875,5348.5875,"BP",-3.24867688956463,-3.32779673354647,-3.16189451755481,2.9870692099943,2.78866075355866,3.19539259725932,"95%","Set4_thinned_4","_4","n=4"
"4862",",
 ","ProxyRecord",-3348.5875,5298.5875,"BP",-3.11175150745995,-3.19683246878686,-3.01847110583096,2.47325580387841,2.30978570086073,2.64093724827453,"95%","Set4_thinned_4","_4","n=4"
"4863",",
 ","ProxyRecord",-3298.5875,5248.5875,"BP",-3.00301833497676,-3.09335415141314,-2.90591328081752,1.85938082513518,1.71488043577661,2.01209306992615,"95%","Set4_thinned_4","_4","n=4"
"4864",",
 ","ProxyRecord",-3248.5875,5198.5875,"BP",-2.926120765422,-3.0164007557234,-2.82978221956425,1.23106618829619,1.06830741465723,1.39540404741277,"95%","Set4_thinned_4","_4","n=4"
"4865",",
 ","ProxyRecord",-3198.5875,5148.5875,"BP",-2.87843775189296,-2.96826013918743,-2.78346605943186,0.691013328877417,0.486401849219932,0.890102833388949,"95%","Set4_thinned_4","_4","n=4"
"4866",",
 ","ProxyRecord",-3148.5875,5098.5875,"BP",-2.85554530459436,-2.94290066729499,-2.76249954441616,0.239443539078623,0.0056754594186773,0.475801113140984,"95%","Set4_thinned_4","_4","n=4"
"4867",",
 ","ProxyRecord",-3098.5875,5048.5875,"BP",-2.85301927004523,-2.93856338963594,-2.76634906053967,-0.123643181101277,-0.383810053064745,0.145522603792648,"95%","Set4_thinned_4","_4","n=4"
"4868",",
 ","ProxyRecord",-3048.5875,4998.5875,"BP",-2.86643549476459,-2.94886575960328,-2.78512050439546,-0.398246831660679,-0.678410972827375,-0.11277304580401,"95%","Set4_thinned_4","_4","n=4"
"4869",",
 ","ProxyRecord",-2998.5875,4948.5875,"BP",-2.89136982527145,-2.97109298674992,-2.81361352587289,-0.584367412601138,-0.876751319261539,-0.295809930790682,"95%","Set4_thinned_4","_4","n=4"
"4870",",
 ","ProxyRecord",-2948.5875,4898.5875,"BP",-2.92339810808486,-3.00175855078792,-2.8446706280824,-0.68200492392203,-0.970827864111545,-0.399923591053506,"95%","Set4_thinned_4","_4","n=4"
"4871",",
 ","ProxyRecord",-2898.5875,4848.5875,"BP",-2.95809618972381,-3.03624731487233,-2.88039152428606,-0.691159365623444,-0.962841486828454,-0.427979172360957,"95%","Set4_thinned_4","_4","n=4"
"4872",",
 ","ProxyRecord",-2848.5875,4798.5875,"BP",-2.99103991670735,-3.06951439044238,-2.91207817922841,-0.611830737705326,-0.862169824822155,-0.379264904420438,"95%","Set4_thinned_4","_4","n=4"
"4873",",
 ","ProxyRecord",-2798.5875,4748.5875,"BP",-3.0178051355545,-3.10017081440549,-2.93565682841754,-0.44401904016775,-0.671408052947444,-0.234906667693009,"95%","Set4_thinned_4","_4","n=4"
"4874",",
 ","ProxyRecord",-2748.5875,4698.5875,"BP",-3.03396769278427,-3.11652002270383,-2.95093045506461,-0.187724273010176,-0.395731033545467,0.0128347524482636,"95%","Set4_thinned_4","_4","n=4"
"4875",",
 ","ProxyRecord",-2698.5875,4648.5875,"BP",-3.03510683006958,-3.11703143888806,-2.95237900072623,0.155625155645506,-0.0406965412272736,0.351813526831774,"95%","Set4_thinned_4","_4","n=4"
"4876",",
 ","ProxyRecord",-2648.5875,4598.5875,"BP",-3.01850504417914,-3.09724057044404,-2.93777608919628,0.500224895751138,0.277934127017812,0.723022303359092,"95%","Set4_thinned_4","_4","n=4"
"4877",",
 ","ProxyRecord",-2598.5875,4548.5875,"BP",-2.98590549313902,-3.06135248636953,-2.90594647810754,0.795535761632494,0.543844677783298,1.0497413289259,"95%","Set4_thinned_4","_4","n=4"
"4878",",
 ","ProxyRecord",-2548.5875,4498.5875,"BP",-2.93977262066048,-3.01200842178757,-2.86128822454669,1.04155775328852,0.758609059446742,1.32768631965356,"95%","Set4_thinned_4","_4","n=4"
"4879",",
 ","ProxyRecord",-2498.5875,4448.5875,"BP",-2.88257087045475,-2.9520754704026,-2.80671911795029,1.23829087071977,0.932687771069998,1.54387770608889,"95%","Set4_thinned_4","_4","n=4"
"4880",",
 ","ProxyRecord",-2448.5875,4398.5875,"BP",-2.81676468623309,-2.88619149106834,-2.74219965265784,1.38573511392606,1.06687833279626,1.70241067144339,"95%","Set4_thinned_4","_4","n=4"
"4881",",
 ","ProxyRecord",-2398.5875,4348.5875,"BP",-2.74481851170673,-2.82025468982848,-2.66999715319811,1.48389048290766,1.17189420172468,1.79657485981453,"95%","Set4_thinned_4","_4","n=4"
"4882",",
 ","ProxyRecord",-2348.5875,4298.5875,"BP",-2.66919679058692,-2.75133590229939,-2.58807124746019,1.53275697766385,1.23333273462601,1.82803123628955,"95%","Set4_thinned_4","_4","n=4"
"4883",",
 ","ProxyRecord",-2298.5875,4248.5875,"BP",-2.5923639665849,-2.67848004798133,-2.50849740471588,1.53233459819589,1.25425082129721,1.79770781449522,"95%","Set4_thinned_4","_4","n=4"
"4884",",
 ","ProxyRecord",-2248.5875,4198.5875,"BP",-2.51678448341192,-2.60767831568661,-2.42640384784744,1.48262334450257,1.237762386916,1.72124964362143,"95%","Set4_thinned_4","_4","n=4"
"4885",",
 ","ProxyRecord",-2198.5875,4148.5875,"BP",-2.44492278477922,-2.54006332739003,-2.35018890114031,1.38362321658413,1.16916722027029,1.59187634695194,"95%","Set4_thinned_4","_4","n=4"
"4886",",
 ","ProxyRecord",-2148.5875,4098.5875,"BP",-2.37924331439805,-2.47621818069496,-2.28310899231087,1.23533421444138,1.04779143107518,1.42508556063095,"95%","Set4_thinned_4","_4","n=4"
"4887",",
 ","ProxyRecord",-2098.5875,4048.5875,"BP",-2.32218656701779,-2.41926045469752,-2.22438763899774,1.04206207357854,0.834134063700034,1.2435634311033,"95%","Set4_thinned_4","_4","n=4"
"4888",",
 ","ProxyRecord",-2048.5875,3998.5875,"BP",-2.2747642563028,-2.36994367605929,-2.17820028832514,0.859459975116136,0.605385134814215,1.10313720018553,"95%","Set4_thinned_4","_4","n=4"
"4889",",
 ","ProxyRecord",-1998.5875,3948.5875,"BP",-2.23577816260691,-2.32723142430306,-2.14320484108953,0.704613392814917,0.403860269515545,0.987949618507936,"95%","Set4_thinned_4","_4","n=4"
"4890",",
 ","ProxyRecord",-1948.5875,3898.5875,"BP",-2.20384051012206,-2.28940655449621,-2.11752410907073,0.577522326674225,0.241047810595278,0.900353811188614,"95%","Set4_thinned_4","_4","n=4"
"4891",",
 ","ProxyRecord",-1898.5875,3848.5875,"BP",-2.17756352304022,-2.262684026003,-2.09344564879267,0.478186776694965,0.124787459607796,0.824680133506352,"95%","Set4_thinned_4","_4","n=4"
"4892",",
 ","ProxyRecord",-1848.5875,3798.5875,"BP",-2.15555942555335,-2.23764926967795,-2.07311258377038,0.406606742875861,0.0386527572233884,0.767516769997807,"95%","Set4_thinned_4","_4","n=4"
"4893",",
 ","ProxyRecord",-1798.5875,3748.5875,"BP",-2.1364404418534,-2.21929016699361,-2.05038013318619,0.362782225217778,-0.00258825990338579,0.711119542409383,"95%","Set4_thinned_4","_4","n=4"
"4894",",
 ","ProxyRecord",-1748.5875,3698.5875,"BP",-2.11881879613232,-2.20487371542938,-2.0307304853243,0.346713223720763,0.00561600220641657,0.671245841601263,"95%","Set4_thinned_4","_4","n=4"
"4895",",
 ","ProxyRecord",-1698.5875,3648.5875,"BP",-2.10130671258209,-2.1917258090513,-2.0074409153664,0.358399738384412,0.0512178909321407,0.651927347404196,"95%","Set4_thinned_4","_4","n=4"
"4896",",
 ","ProxyRecord",-1648.5875,3598.5875,"BP",-2.08251641539465,-2.177384022341,-1.98072574890922,0.397841769208701,0.124696104186565,0.660914599064125,"95%","Set4_thinned_4","_4","n=4"
"4897",",
 ","ProxyRecord",-1598.5875,3548.5875,"BP",-2.06106012876197,-2.15972114178108,-1.9564858377039,0.465039316194052,0.234162431752201,0.687768117837582,"95%","Set4_thinned_4","_4","n=4"
"4898",",
 ","ProxyRecord",-1548.5875,3498.5875,"BP",-2.035550076876,-2.13697346282933,-1.93026576586331,0.559992379340107,0.347249778801989,0.778206451079191,"95%","Set4_thinned_4","_4","n=4"
"4899",",
 ","ProxyRecord",-1498.5875,3448.5875,"BP",-2.00465644123194,-2.10535806824182,-1.90160813992166,0.676070450712804,0.423218046298613,0.942896654521662,"95%","Set4_thinned_4","_4","n=4"
"4900",",
 ","ProxyRecord",-1448.5875,3398.5875,"BP",-1.96823959151952,-2.06523529606151,-1.8694797378757,0.777203134737377,0.469862175932612,1.10055003025642,"95%","Set4_thinned_4","_4","n=4"
"4901",",
 ","ProxyRecord",-1398.5875,3348.5875,"BP",-1.92727576034069,-2.02036932201447,-1.83431115343184,0.85794970936871,0.484636571963862,1.24372552527434,"95%","Set4_thinned_4","_4","n=4"
"4902",",
 ","ProxyRecord",-1348.5875,3298.5875,"BP",-1.88278425316515,-1.97073791236294,-1.79598767641788,0.918310174606262,0.497263696849891,1.34945501553963,"95%","Set4_thinned_4","_4","n=4"
"4903",",
 ","ProxyRecord",-1298.5875,3248.5875,"BP",-1.83578437546257,-1.92045889545938,-1.74866909210022,0.958284530449984,0.507038694232571,1.41332237094249,"95%","Set4_thinned_4","_4","n=4"
"4904",",
 ","ProxyRecord",-1248.5875,3198.5875,"BP",-1.78729543270264,-1.87388977756634,-1.69780263529291,0.977872776900233,0.515748956913755,1.43834156178255,"95%","Set4_thinned_4","_4","n=4"
"4905",",
 ","ProxyRecord",-1198.5875,3148.5875,"BP",-1.73833673035503,-1.83087349198104,-1.64028359653892,0.977074913957081,0.519918876658327,1.41906012056357,"95%","Set4_thinned_4","_4","n=4"
"4906",",
 ","ProxyRecord",-1148.5875,3098.5875,"BP",-1.68992757388942,-1.79334250552229,-1.58485594884945,0.955890941620487,0.521104535235848,1.37038421975016,"95%","Set4_thinned_4","_4","n=4"
"4907",",
 ","ProxyRecord",-1098.5875,3048.5875,"BP",-1.64308726877549,-1.7620226600129,-1.52386292839001,0.914320859889807,0.521429168018474,1.28940167619775,"95%","Set4_thinned_4","_4","n=4"
"4908",",
 ","ProxyRecord",-1048.5875,2998.5875,"BP",-1.59883512048292,-1.72950502689205,-1.46797625964735,0.852364668765849,0.519074662169012,1.17466690880734,"95%","Set4_thinned_4","_4","n=4"
"4909",",
 ","ProxyRecord",-998.5875,2948.5875,"BP",-1.55819043448139,-1.6995305079451,-1.41864738887581,0.770022368248427,0.508897621802643,1.03607487252899,"95%","Set4_thinned_4","_4","n=4"
"4910",",
 ","ProxyRecord",-948.5875,2898.5875,"BP",-1.52217251624058,-1.66935877168528,-1.37661941896472,0.667293958337284,0.463478148360172,0.873596118466277,"95%","Set4_thinned_4","_4","n=4"
"4911",",
 ","ProxyRecord",-898.5875,2848.5875,"BP",-1.491681005168,-1.64138997839958,-1.34551309600148,0.554219700320992,0.3630056611987,0.750185626121835,"95%","Set4_thinned_4","_4","n=4"
"4912",",
 ","ProxyRecord",-848.5875,2798.5875,"BP",-1.46644405730766,-1.61339143163809,-1.32285167503526,0.458402320690368,0.215498347519859,0.702945094256626,"95%","Set4_thinned_4","_4","n=4"
"4913",",
 ","ProxyRecord",-798.5875,2748.5875,"BP",-1.44552673943036,-1.58847737672058,-1.3101725390425,0.381434500999393,0.0841664410902139,0.683093357437767,"95%","Set4_thinned_4","_4","n=4"
"4914",",
 ","ProxyRecord",-748.5875,2698.5875,"BP",-1.42798657353913,-1.56053798442611,-1.30033845909858,0.32331624124774,-0.0252350192558213,0.6673486044012,"95%","Set4_thinned_4","_4","n=4"
"4915",",
 ","ProxyRecord",-698.5875,2648.5875,"BP",-1.412881081637,-1.53464812846756,-1.29685916053337,0.284047541435412,-0.105991411275857,0.663549628480083,"95%","Set4_thinned_4","_4","n=4"
"4916",",
 ","ProxyRecord",-648.5875,2598.5875,"BP",-1.399267785727,-1.51128985775792,-1.29283225217273,0.263628401562612,-0.151071065375655,0.66846431561467,"95%","Set4_thinned_4","_4","n=4"
"4917",",
 ","ProxyRecord",-598.5875,2548.5875,"BP",-1.38620420781215,-1.48934678417115,-1.28723502335099,0.26205882162929,-0.161465815947517,0.667599947794918,"95%","Set4_thinned_4","_4","n=4"
"4918",",
 ","ProxyRecord",-548.5875,2498.5875,"BP",-1.37274786989548,-1.46849298500139,-1.28271825107135,0.279338801635367,-0.128657241069293,0.682652263518532,"95%","Set4_thinned_4","_4","n=4"
"4919",",
 ","ProxyRecord",-498.5875,2448.5875,"BP",-1.35795629398003,-1.45155972723086,-1.26822326291793,0.315468341580956,-0.0697810405304582,0.688261430145951,"95%","Set4_thinned_4","_4","n=4"
"4920",",
 ","ProxyRecord",-448.587499999999,2398.5875,"BP",-1.34088700206881,-1.43550701754315,-1.25266763122697,0.370447441465872,0.0297285738328114,0.708869998322568,"95%","Set4_thinned_4","_4","n=4"
"4921",",
 ","ProxyRecord",-398.5875,2348.5875,"BP",-1.32059751616486,-1.41397930980777,-1.22814423643323,0.444276101290328,0.136282495584959,0.740666750529927,"95%","Set4_thinned_4","_4","n=4"
"4922",",
 ","ProxyRecord",-348.5875,2298.5875,"BP",-1.2961453582712,-1.39039170278077,-1.20510452182231,0.536954321053976,0.244754492703894,0.810895049497971,"95%","Set4_thinned_4","_4","n=4"
"4923",",
 ","ProxyRecord",-298.5875,2248.5875,"BP",-1.26682247556069,-1.35900554046996,-1.17560333442659,0.632952896211752,0.344835474578894,0.908332018070593,"95%","Set4_thinned_4","_4","n=4"
"4924",",
 ","ProxyRecord",-248.5875,2198.5875,"BP",-1.23316619216271,-1.32719168724466,-1.14281005831943,0.710130778328057,0.406762300473537,1.00806457849785,"95%","Set4_thinned_4","_4","n=4"
"4925",",
 ","ProxyRecord",-198.587499999999,2148.5875,"BP",-1.19612578405033,-1.2889882332585,-1.10312313474519,0.768317884787667,0.422984576831613,1.09476664441339,"95%","Set4_thinned_4","_4","n=4"
"4926",",
 ","ProxyRecord",-148.5875,2098.5875,"BP",-1.15665079000638,-1.24985269494688,-1.06096545261577,0.80751421559073,0.448672051024738,1.15065894886892,"95%","Set4_thinned_4","_4","n=4"
"4927",",
 ","ProxyRecord",-98.5874999999998,2048.5875,"BP",-1.1156907488137,-1.20979673507054,-1.02039816686299,0.82771977073706,0.454005531469466,1.19062241079681,"95%","Set4_thinned_4","_4","n=4"
"4928",",
 ","ProxyRecord",-48.5875,1998.5875,"BP",-1.07419519925511,-1.17195711198935,-0.976086111240156,0.828934550226893,0.460834217587604,1.18414965572081,"95%","Set4_thinned_4","_4","n=4"
"4929",",
 ","ProxyRecord",1.41249999999982,1948.5875,"BP",-1.03311368011346,-1.1403760262336,-0.931021287656612,0.811158554059941,0.465173648706198,1.17279362671701,"95%","Set4_thinned_4","_4","n=4"
"4930",",
 ","ProxyRecord",51.4125000000005,1898.5875,"BP",-0.993395730171557,-1.10322598052095,-0.887334539805238,0.774391782236475,0.452699217750205,1.11022774311543,"95%","Set4_thinned_4","_4","n=4"
"4931",",
 ","ProxyRecord",101.4125,1848.5875,"BP",-0.955990888212251,-1.06980398088903,-0.842746987087781,0.718634234756331,0.424579266978612,1.02511208506541,"95%","Set4_thinned_4","_4","n=4"
"4932",",
 ","ProxyRecord",151.4125,1798.5875,"BP",-0.921848693018368,-1.04147407204079,-0.804055001063741,0.643885911619618,0.369070292837119,0.936890220073737,"95%","Set4_thinned_4","_4","n=4"
"4933",",
 ","ProxyRecord",201.4125,1748.5875,"BP",-0.89191868337274,-1.01523958273355,-0.773179077898924,0.550146812826129,0.263741925013267,0.84080694394207,"95%","Set4_thinned_4","_4","n=4"
"4934",",
 ","ProxyRecord",251.4125,1698.5875,"BP",-0.867150117608655,-0.991065156798526,-0.746759407226339,0.437593841487927,0.107118691420863,0.786104671900135,"95%","Set4_thinned_4","_4","n=4"
"4935",",
 ","ProxyRecord",301.412500000001,1648.5875,"BP",-0.848081734877194,-0.970656181826465,-0.729171407836773,0.328223967418835,-0.0774045530243925,0.750243868148319,"95%","Set4_thinned_4","_4","n=4"
"4936",",
 ","ProxyRecord",351.4125,1598.5875,"BP",-0.834019840506215,-0.957478673656902,-0.717104019766003,0.237334307068618,-0.237662901174298,0.727856306790529,"95%","Set4_thinned_4","_4","n=4"
"4937",",
 ","ProxyRecord",401.4125,1548.5875,"BP",-0.824040423809775,-0.944273221003531,-0.707105054805034,0.164924860437242,-0.358865347844617,0.71943998022413,"95%","Set4_thinned_4","_4","n=4"
"4938",",
 ","ProxyRecord",451.4125,1498.5875,"BP",-0.817219474101932,-0.943959327995561,-0.690646603203093,0.110995627524657,-0.431617647484343,0.695099023926932,"95%","Set4_thinned_4","_4","n=4"
"4939",",
 ","ProxyRecord",501.4125,1448.5875,"BP",-0.812632980696746,-0.947428808783649,-0.674117242965305,0.0755466083310084,-0.471221141222375,0.65898917111482,"95%","Set4_thinned_4","_4","n=4"
"4940",",
 ","ProxyRecord",551.4125,1398.5875,"BP",-0.809356932908276,-0.95525624819573,-0.658911464160978,0.058577802856128,-0.473301149336765,0.615243802041299,"95%","Set4_thinned_4","_4","n=4"
"4941",",
 ","ProxyRecord",601.4125,1348.5875,"BP",-0.80646732005058,-0.966184077018893,-0.641449280619426,0.06008921110004,-0.435480637689515,0.565538298989878,"95%","Set4_thinned_4","_4","n=4"
"4942",",
 ","ProxyRecord",651.4125,1298.5875,"BP",-0.803040131437716,-0.977349303087447,-0.626534451949914,0.0800808330628032,-0.361884013562972,0.529318761690859,"95%","Set4_thinned_4","_4","n=4"
"4943",",
 ","ProxyRecord",701.4125,1248.5875,"BP",-0.798151356383744,-0.983865374450398,-0.612527608054999,0.118552668744394,-0.248391027851232,0.496488154911501,"95%","Set4_thinned_4","_4","n=4"
"4944",",
 ","ProxyRecord",751.4125,1198.5875,"BP",-0.790876984202722,-0.982918585698252,-0.59582261351921,0.175504718144825,-0.110471387736303,0.468251458793695,"95%","Set4_thinned_4","_4","n=4"
"4945",",
 ","ProxyRecord",801.4125,1148.5875,"BP",-0.780293004208709,-0.976550030071754,-0.58468755553428,0.250936981264052,0.00423626646450519,0.495227054781933,"95%","Set4_thinned_4","_4","n=4"
"4946",",
 ","ProxyRecord",851.4125,1098.5875,"BP",-0.765481778695214,-0.959555634602985,-0.574573337524424,0.343515304335465,0.0531781496052594,0.62904482890247,"95%","Set4_thinned_4","_4","n=4"
"4947",",
 ","ProxyRecord",901.4125,1048.5875,"BP",-0.746074533235272,-0.932625387047062,-0.563296433163373,0.430465013519965,0.0537283517065318,0.817418211457917,"95%","Set4_thinned_4","_4","n=4"
"4948",",
 ","ProxyRecord",951.4125,998.5875,"BP",-0.722665950478916,-0.897344694613509,-0.550850508714227,0.503568796191967,0.0275524657495579,0.985954841772259,"95%","Set4_thinned_4","_4","n=4"
"4949",",
 ","ProxyRecord",1001.4125,948.5875,"BP",-0.695948326751781,-0.850661905565922,-0.538110249371498,0.562826652351103,0.00440690428041836,1.11434662545223,"95%","Set4_thinned_4","_4","n=4"
"4950",",
 ","ProxyRecord",1051.4125,898.587499999999,"BP",-0.666613958379503,-0.801553350149777,-0.527007636520006,0.608238581997462,0.0011797681162859,1.20817573728737,"95%","Set4_thinned_4","_4","n=4"
"4951",",
 ","ProxyRecord",1101.4125,848.5875,"BP",-0.635355141687719,-0.756399303766353,-0.511334298907235,0.639804585131348,0.00750037928289449,1.25925858512795,"95%","Set4_thinned_4","_4","n=4"
"4952",",
 ","ProxyRecord",1151.4125,798.5875,"BP",-0.602864173002064,-0.712775804710239,-0.491406476146089,0.657524661752416,0.0230223741514903,1.27758263881984,"95%","Set4_thinned_4","_4","n=4"
"4953",",
 ","ProxyRecord",1201.4125,748.5875,"BP",-0.569833348648174,-0.674103335563096,-0.466702492358237,0.661398811860701,0.0665601304498627,1.25936278079832,"95%","Set4_thinned_4","_4","n=4"
"4954",",
 ","ProxyRecord",1251.4125,698.5875,"BP",-0.536954964951685,-0.643336372982027,-0.427886010738184,0.65142703545639,0.111035623173395,1.19196633596278,"95%","Set4_thinned_4","_4","n=4"
"4955",",
 ","ProxyRecord",1301.4125,648.587499999999,"BP",-0.504921318238231,-0.61553960906725,-0.394996681286664,0.627609332539307,0.168899080292422,1.11779357723258,"95%","Set4_thinned_4","_4","n=4"
"4956",",
 ","ProxyRecord",1351.4125,598.5875,"BP",-0.474424704833451,-0.590765392747408,-0.357721229064678,0.589945703109474,0.173374588819936,1.02363576607112,"95%","Set4_thinned_4","_4","n=4"
"4957",",
 ","ProxyRecord",1401.4125,548.5875,"BP",-0.446157421062979,-0.565478999208988,-0.32322327552198,0.538436147166953,0.0972297770127909,0.992886348236791,"95%","Set4_thinned_4","_4","n=4"
"4958",",
 ","ProxyRecord",1451.4125,498.5875,"BP",-0.420779295853289,-0.539486393053486,-0.295813934219619,0.477161348554357,-0.029365503961657,1.00124986055042,"95%","Set4_thinned_4","_4","n=4"
"4959",",
 ","ProxyRecord",1501.4125,448.5875,"BP",-0.398118829169577,-0.518749237019942,-0.270657615736517,0.432910837641026,-0.146874030250069,1.02075647389389,"95%","Set4_thinned_4","_4","n=4"
"4960",",
 ","ProxyRecord",1551.4125,398.587499999999,"BP",-0.377123298276279,-0.501907882050345,-0.250597276304765,0.410563916937806,-0.198072188912106,1.04825048789299,"95%","Set4_thinned_4","_4","n=4"
"4961",",
 ","ProxyRecord",1601.4125,348.5875,"BP",-0.356697523662892,-0.492429139209792,-0.218887980237112,0.41012058644469,-0.173320492026614,1.03249154798214,"95%","Set4_thinned_4","_4","n=4"
"4962",",
 ","ProxyRecord",1651.4125,298.5875,"BP",-0.335746325818909,-0.486600630745644,-0.191463981569139,0.431580846161619,-0.111286886776756,0.996636988054386,"95%","Set4_thinned_4","_4","n=4"
"4963",",
 ","ProxyRecord",1701.4125,248.5875,"BP",-0.313174525233825,-0.472258719752226,-0.161811774129186,0.474944696088684,-0.0125550907698224,0.976807278842337,"95%","Set4_thinned_4","_4","n=4"
"4964",",
 ","ProxyRecord",1751.4125,198.5875,"BP",-0.287886942397135,-0.446194387448737,-0.132339681170533,0.540212136225859,0.0612208155958293,0.994882703987056,"95%","Set4_thinned_4","_4","n=4"
"4965",",
 ","ProxyRecord",1801.4125,148.587499999999,"BP",-0.258788397798333,-0.407913913289853,-0.111008456145496,0.627383166573113,0.00934259552328386,1.21467674123294,"95%","Set4_thinned_4","_4","n=4"
"4966",",
 ","ProxyRecord",1851.4125,98.5875000000005,"BP",-0.224783711926916,-0.352477222395445,-0.09438944934989,0.736457787130522,-0.163289152426844,1.61342748338967,"95%","Set4_thinned_4","_4","n=4"
"4967",",
 ","ProxyRecord",1901.4125,48.5874999999999,"BP",-0.184777705272375,-0.295644470419835,-0.066056305960535,0.867435997897967,-0.481531729719901,2.17433318494268,"95%","Set4_thinned_4","_4","n=4"
"4968",",
 ","ProxyRecord",1951.4125,-1.41250000000082,"BP",-0.137675198324207,-0.267037088660496,-0.00470035988182368,1.02031779887556,-0.882903269359104,2.84339705691659,"95%","Set4_thinned_4","_4","n=4"
"4969",",
 ","ProxyRecord",2018.5,-68.5,"BP",-0.0614101054748744,-0.305459758112646,0.172460036157799,1.25985005625818,-1.51623736126976,3.90899147593787,"95%","Set4_thinned_4","_4","n=4"
"4970",",
 ","ProxyRecord",-6219.525,8169.525,"BP",-11.6303252299283,-11.87856720789,-11.3994421703231,0.121612539007741,-1.67534549856271,1.94568878969044,"95%","Set4_thinned_5","_5","n=5"
"4971",",
 ","ProxyRecord",-6169.525,8119.525,"BP",-11.6048093222515,-11.7805620526569,-11.4365136760323,0.887590803366332,-0.572011237930418,2.30572457532949,"95%","Set4_thinned_5","_5","n=5"
"4972",",
 ","ProxyRecord",-6119.525,8069.525,"BP",-11.5427082363477,-11.6682791292604,-11.4189016236182,1.58501805469939,0.462436455910154,2.66768401944112,"95%","Set4_thinned_5","_5","n=5"
"4973",",
 ","ProxyRecord",-6069.525,8019.525,"BP",-11.4474496035376,-11.5477681750431,-11.3490081051296,2.21389267961783,1.39969985013751,3.00711010035641,"95%","Set4_thinned_5","_5","n=5"
"4974",",
 ","ProxyRecord",-6019.525,7969.525,"BP",-11.322461055142,-11.410005293391,-11.238546071543,2.7742146781233,2.22917683160579,3.3544764101829,"95%","Set4_thinned_5","_5","n=5"
"4975",",
 ","ProxyRecord",-5969.525,7919.525,"BP",-11.1711702224815,-11.2527948478427,-11.0920838973803,3.26598405021413,2.85595039933792,3.67779280692086,"95%","Set4_thinned_5","_5","n=5"
"4976",",
 ","ProxyRecord",-5919.525,7869.525,"BP",-10.9970047368767,-11.0738915152556,-10.9249132959563,3.68920079589245,3.35755321666134,4.02393308978124,"95%","Set4_thinned_5","_5","n=5"
"4977",",
 ","ProxyRecord",-5869.525,7819.525,"BP",-10.8033922296484,-10.8707133635809,-10.7386658539756,4.04386491515464,3.72709505545775,4.37857629993429,"95%","Set4_thinned_5","_5","n=5"
"4978",",
 ","ProxyRecord",-5819.525,7769.525,"BP",-10.5937603321173,-10.6517458239483,-10.5349976071112,4.32997640800686,3.98185305784592,4.67433674295042,"95%","Set4_thinned_5","_5","n=5"
"4979",",
 ","ProxyRecord",-5769.525,7719.525,"BP",-10.371536675604,-10.4240048367258,-10.3189343093962,4.54753527444254,4.18953480859279,4.9051036330227,"95%","Set4_thinned_5","_5","n=5"
