component,modelID,df2s,dsd2s,yearBP,siteID,model_ranking
1,1,1.11501280655153,3.19008272825343,2468,2,1
1,1,1.07663439187687,3.20810148448638,2368,2,1
1,1,0.960600816318765,3.23117070585166,2268,2,1
1,1,0.79692577904556,3.25326086268865,2168,2,1
1,1,0.616237019635737,3.26968998585602,2068,2,1
1,1,0.443074859501794,3.27861188439853,1968,2,1
1,1,0.29483010799624,3.28222202140859,1868,2,1
1,1,0.180694940327667,3.28444801894739,1768,2,1
1,1,0.103193172225729,3.28798700466889,1668,2,1
1,1,0.0623304929584264,3.29262434883904,1568,2,1
1,1,0.0562704442301764,3.29552199310704,1468,2,1
1,1,0.0804022831330076,3.2941225309903,1368,2,1
1,1,0.129071083832532,3.28889348762092,1268,2,1
1,1,0.195748416031711,3.28142540835969,1168,2,1
1,1,0.272929371600039,3.27194758457676,1068,2,1
1,1,0.352135410634801,3.25953067515299,968,2,1
1,1,0.422964298101142,3.24454004208544,868,2,1
1,1,0.47222036969848,3.23010092165006,768,2,1
1,1,0.48645813706331,3.22129419848607,668,2,1
1,1,0.454838479133323,3.22195386780817,568,2,1
1,1,0.371161507801152,3.2324674605128,468,2,1
1,1,0.235575011321344,3.251980715171,368,2,1
1,1,0.0550459508644418,3.28505499152165,268,2,1
1,1,-0.157821250092239,3.34944900397484,168,2,1
1,1,-0.387335821050219,3.47990764876302,68,2,1
1,1,0.688797014448777,3.58121019915156,18868,3,1
1,1,1.96367759575143,3.58261298889903,18768,3,1
1,1,2.89434783147175,3.59158324513542,18668,3,1
1,1,3.45176691375201,3.60716785645987,18568,3,1
1,1,3.65154496020643,3.63007383865863,18468,3,1
1,1,3.55424604819163,3.66122022048832,18368,3,1
1,1,3.25104413977833,3.70135000404266,18268,3,1
1,1,2.82381993368738,3.75136744653158,18168,3,1
1,1,2.32989544559729,3.81477777711288,18068,3,1
1,1,1.81255220187368,3.90006770840582,17968,3,1
1,1,1.30668096730961,4.01743539774263,17868,3,1
1,1,0.838545203045946,4.17177580737085,17768,3,1
1,1,0.425900802312003,4.35775529657996,17668,3,1
1,1,0.0781177454324684,4.5594662658363,17568,3,1
1,1,-0.203000391123447,4.75470755619931,17468,3,1
1,1,-0.419050934864259,4.92338293119775,17368,3,1
1,1,-0.57171250689999,5.05205420627286,17268,3,1
1,1,-0.662409900592179,5.13344312248496,17168,3,1
1,1,-0.692333904386074,5.16529008081236,17068,3,1
1,1,-0.662461062506814,5.14936975669847,16968,3,1
1,1,-0.573572926153507,5.09073745611754,16868,3,1
1,1,-0.426274906955692,4.99716668508283,16768,3,1
1,1,-0.221014853060402,4.87869763149528,16668,3,1
1,1,0.0418985404247763,4.74719237589426,16568,3,1
1,1,0.362277366293023,4.61576900007023,16468,3,1
1,1,0.740036069289776,4.49797491581445,16368,3,1
1,1,1.17517282014713,4.40659680667446,16268,3,1
1,1,1.66775057615604,4.35213939919275,16168,3,1
1,1,2.2178777060727,4.34123909560882,16068,3,1
1,1,2.82568804932418,4.37549086627368,15968,3,1
1,1,3.49132027913943,4.45114765039925,15868,3,1
1,1,4.21489643332661,4.55982062602903,15768,3,1
1,1,4.99649947087508,4.68988037466188,15668,3,1
1,1,5.8361497084529,4.82805217680591,15568,3,1
1,1,6.73377998206529,4.96080129706893,15468,3,1
1,1,7.6892093758367,5.07534819526114,15368,3,1
1,1,8.70211534659722,5.16035023439554,15268,3,1
1,1,9.77200407192565,5.20637404821833,15168,3,1
1,1,10.8981788316089,5.20629181609014,15068,3,1
1,1,12.0797062305082,5.15571381817848,14968,3,1
1,1,13.3153800528938,5.05354607143993,14868,3,1
1,1,14.6036825326248,4.90273831527462,14768,3,1
1,1,15.9427428052725,4.71124208388419,14668,3,1
1,1,17.3302615798171,4.49306672919016,14568,3,1
1,1,18.7583306577918,4.26835147939395,14468,3,1
1,1,20.1821449599368,4.05788517090976,14368,3,1
1,1,21.5014796605799,3.87639341121061,14268,3,1
1,1,22.5897320954362,3.73234637927361,14168,3,1
1,1,23.3266430717835,3.63009107031485,14068,3,1
1,1,23.6207666277594,3.56995230328329,13968,3,1
1,1,23.4226149878628,3.54682523626969,13868,3,1
1,1,22.7321578555391,3.54999316869669,13768,3,1
1,1,21.5996103935444,3.56562629984532,13668,3,1
1,1,20.1252647176315,3.58168034458759,13568,3,1
1,1,18.448004346519,3.59278007110455,13468,3,1
1,1,16.7042350168585,3.6002599618484,13368,3,1
1,1,14.9978728208132,3.60681932062969,13268,3,1
